reg_san,marca,den_gen,titular,principio,indicacion,busqueda
163501el870001,darzalex,daratumumab,"janssen-cilag, s.a. de c.v.",,"daratumumab está indicado para el tratamiento de los pacientes con mieloma múltiple que han recibido al menos tres líneas de tratamiento incluyendo un inhibidor de proteasoma  (ip) y un agente inmunomodulador o que son doble refractario a un inhibidor proteasoma y un agente inmunomodulador.daratumumab está indicado en combinación con un agente inmunomodulador y dexametasona o bortezomib y dexametasona, para el tratamiento de pacientes con mieloma múltiple que han recibido por lo menos un tratamiento previo.	daratumumab está indicado en combinación con bortezomib, melfalán y prednisona en pacientes con mieloma múltiple que no han recibido tratamiento previo y no son candidatos para trasplante autólogo de células hematopoyéticas.daratumumab está indicado para el tratamiento de pacientes con mieloma múltiple en combinación con lenalidomida y dexametasona para pacientes de diagnóstico reciente que no han recibido tratamiento previo y que no son candidatos para trasplante autólogo de células hem pacientes con mieloma múltiple recurrente o refractario que han recibido al menos un tratamiento anterior.daratumumab está indicada en combinación con bortezomib, talidomida y dexametasona en pacientes con mieloma múltiple que no han recibido tratamiento previo y que son candidatos para trasplante autólogo de células hematopoyéticas.daratumumab está indicado en combinación con carfilzomib y dexametasona en pacientes que han recibido por lo menos de una a tres líneas anteriores de tr",darzalex
163501el870001,darzalex,daratumumab,"janssen-cilag, s.a. de c.v.",,"daratumumab está indicado para el tratamiento de los pacientes con mieloma múltiple que han recibido al menos tres líneas de tratamiento incluyendo un inhibidor de proteasoma  (ip) y un agente inmunomodulador o que son doble refractario a un inhibidor proteasoma y un agente inmunomodulador.daratumumab está indicado en combinación con un agente inmunomodulador y dexametasona o bortezomib y dexametasona, para el tratamiento de pacientes con mieloma múltiple que han recibido por lo menos un tratamiento previo.	daratumumab está indicado en combinación con bortezomib, melfalán y prednisona en pacientes con mieloma múltiple que no han recibido tratamiento previo y no son candidatos para trasplante autólogo de células hematopoyéticas.daratumumab está indicado para el tratamiento de pacientes con mieloma múltiple en combinación con lenalidomida y dexametasona para pacientes de diagnóstico reciente que no han recibido tratamiento previo y que no son candidatos para trasplante autólogo de células hem pacientes con mieloma múltiple recurrente o refractario que han recibido al menos un tratamiento anterior.daratumumab está indicada en combinación con bortezomib, talidomida y dexametasona en pacientes con mieloma múltiple que no han recibido tratamiento previo y que son candidatos para trasplante autólogo de células hematopoyéticas.daratumumab está indicado en combinación con carfilzomib y dexametasona en pacientes que han recibido por lo menos de una a tres líneas anteriores de tr",darzalex
011m2014 ssa,edurant,rilpivirina,"janssen-cilag, s. a. de c. v. - 181",,antirretroviral contra el virus de la inmunodeficiencia humana tipo 1 (vih 1),edurant
003m2015 ssa,imbruvica,ibrutinib,"janssen-cilag, s.a. de c.v.",l01el01 ibrutinib,"linfoma de células de manto (lcm): pacientes adultos con lcm que han recibido por lo menos un tratamiento previo, el tratamiento deberá continuar hasta la pérdida de respuesta o intolerancia al medicamento. leucemia linfocítica crónica/linfoma de linfocitos pequeños (llc/llp): pacientes con llc/llp, pacientes con llc con deleción de 17p. macroglobulinemia de waldenström (mw): pacientes  con mw; linfoma de zona marginal (lzm) pacientes con lzm que requieren tratamiento sistémico y que han recibido al menos un tratamiento  previo basado en anti-cd20; enfermedad de injerto contra huésped crónica (eichc): pacientes adultos eichc posterior a la falla de una o más líneas de terap",imbruvica
217m2022 ssa,imbruvica,ibrutinib,janssen -cilag s.a de c.v,l01el01 ibrutinib,"linfoma de células de manto (lcm): pacientes adultos con lcm que han recibido por lo menos un tratamiento previo, el tratamiento deberá continuar hasta la pérdida de respuesta o intolerancia al medicamento. leucemia linfocítica crónica/linfoma de linfocitos pequeños (llc/llp): pacientes con llc/llp, y  pacientes con llc con deleción de 17p. macroglobulinemia de waldenström (mw): pacientes  con (mw); linfoma de zona marginal (lzm) pacientes con lzm que requieren tratamiento sistémico y que han recibido al menos un tratamiento  previo basado en anti-cd20. enfermedad de injerto contra huésped crónica (eichc): pacientes adultos eichc posterior a la falla de una o más líneas de terap",imbruvica
003m2015 ssa,imbruvica,ibrutinib,"janssen-cilag, s.a. de c.v.",l01el01 ibrutinib,"linfoma de células de manto (lcm): pacientes adultos con lcm que han recibido por lo menos un tratamiento previo, el tratamiento deberá continuar hasta la pérdida de respuesta o intolerancia al medicamento. leucemia linfocítica crónica/linfoma de linfocitos pequeños (llc/llp): pacientes con llc/llp, pacientes con llc con deleción de 17p. macroglobulinemia de waldenström (mw): pacientes  con mw; linfoma de zona marginal (lzm) pacientes con lzm que requieren tratamiento sistémico y que han recibido al menos un tratamiento  previo basado en anti-cd20; enfermedad de injerto contra huésped crónica (eichc): pacientes adultos eichc posterior a la falla de una o más líneas de terap",imbruvica
217m2022 ssa,imbruvica,ibrutinib,janssen -cilag s.a de c.v,l01el01 ibrutinib,"linfoma de células de manto (lcm): pacientes adultos con lcm que han recibido por lo menos un tratamiento previo, el tratamiento deberá continuar hasta la pérdida de respuesta o intolerancia al medicamento. leucemia linfocítica crónica/linfoma de linfocitos pequeños (llc/llp): pacientes con llc/llp, y  pacientes con llc con deleción de 17p. macroglobulinemia de waldenström (mw): pacientes  con (mw); linfoma de zona marginal (lzm) pacientes con lzm que requieren tratamiento sistémico y que han recibido al menos un tratamiento  previo basado en anti-cd20. enfermedad de injerto contra huésped crónica (eichc): pacientes adultos eichc posterior a la falla de una o más líneas de terap",imbruvica
347m2008 ssa,intelence,etravirina,"janssen-cilag, s. a. de c. v.",,antirretroviral,intelence
347m2008 ssa,intelence,etravirina,"janssen-cilag, s. a. de c. v.",,antirretroviral,intelence
167m2016 ssa,invokana duo,metformina / canagliflozina,"janssen-cilag, s.a. de c.v.",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"tratamiento adjunto a dieta y ejercicio para mejorar el control gluc�mico en adultos con diabetes tipo 2 que no est�n adecuadamente controlados con un r�gimen que contiene metformina o canagliflozina. tambi�n se puede utilizar en pacientes que ya est�n siendo tratados con canagliflozina y metformina; con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. tratamiento de la enfermedad renal cr�nica y albuminuria en adultos con diabetes mellitus tipo 2, en esta poblaci�n, reduce el riesgo de complicaciones renales y cardiovasculares como enfermedad renal cr�nica terminal, duplicaci�n de la creatinina s�rica, muerte renal o cardiovascular y hospitalizaci�n por falla cardiaca.""",invokana
175m2013 ssa,invokana,canagliflozina,"janssen-cilag, s. a. de c. v. - 181",a10bx99  otros principios activos. otras drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo 2.  adyuvante en adultos con diabetes mellitus tipo 2 y con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. reducción del riesgo de complicaciones renales y cardiovasculares en pacientes con diabetes mellitus tipo 2 y enfermedad renal crónic,invokana
167m2016 ssa,invokana duo,metformina / canagliflozina,"janssen-cilag, s.a. de c.v.",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"tratamiento adjunto a dieta y ejercicio para mejorar el control gluc�mico en adultos con diabetes tipo 2 que no est�n adecuadamente controlados con un r�gimen que contiene metformina o canagliflozina. tambi�n se puede utilizar en pacientes que ya est�n siendo tratados con canagliflozina y metformina; con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. tratamiento de la enfermedad renal cr�nica y albuminuria en adultos con diabetes mellitus tipo 2, en esta poblaci�n, reduce el riesgo de complicaciones renales y cardiovasculares como enfermedad renal cr�nica terminal, duplicaci�n de la creatinina s�rica, muerte renal o cardiovascular y hospitalizaci�n por falla cardiaca.""",invokana
175m2013 ssa,invokana,canagliflozina,"janssen-cilag, s. a. de c. v. - 181",a10bx99  otros principios activos. otras drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo 2.  adyuvante en adultos con diabetes mellitus tipo 2 y con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. reducción del riesgo de complicaciones renales y cardiovasculares en pacientes con diabetes mellitus tipo 2 y enfermedad renal crónic,invokana
167m2016 ssa,invokana duo,metformina / canagliflozina,"janssen-cilag, s.a. de c.v.",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"tratamiento adjunto a dieta y ejercicio para mejorar el control gluc�mico en adultos con diabetes tipo 2 que no est�n adecuadamente controlados con un r�gimen que contiene metformina o canagliflozina. tambi�n se puede utilizar en pacientes que ya est�n siendo tratados con canagliflozina y metformina; con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. tratamiento de la enfermedad renal cr�nica y albuminuria en adultos con diabetes mellitus tipo 2, en esta poblaci�n, reduce el riesgo de complicaciones renales y cardiovasculares como enfermedad renal cr�nica terminal, duplicaci�n de la creatinina s�rica, muerte renal o cardiovascular y hospitalizaci�n por falla cardiaca.""",invokana duo
167m2016 ssa,invokana duo,metformina / canagliflozina,"janssen-cilag, s.a. de c.v.",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"tratamiento adjunto a dieta y ejercicio para mejorar el control gluc�mico en adultos con diabetes tipo 2 que no est�n adecuadamente controlados con un r�gimen que contiene metformina o canagliflozina. tambi�n se puede utilizar en pacientes que ya est�n siendo tratados con canagliflozina y metformina; con enfermedad cardiovascular establecida (ecv) para reducir el riesgo de eventos cardiovasculares mayores. tratamiento de la enfermedad renal cr�nica y albuminuria en adultos con diabetes mellitus tipo 2, en esta poblaci�n, reduce el riesgo de complicaciones renales y cardiovasculares como enfermedad renal cr�nica terminal, duplicaci�n de la creatinina s�rica, muerte renal o cardiovascular y hospitalizaci�n por falla cardiaca.""",invokana duo
427m2016 ssa,prezcobix,darunavir / cobicistat,"janssen-cilag, s.a. de c.v.",,tratamiento de la infección por el virus de inmunodeficiencia humana (vih) en combinación con otros agentes antirretrovirales en adultos sin tratamiento antirretroviral previo y con tratamiento antirretroviral previo sin mutaciones asociadas a resistencia a darunavir (ram de drv,prezcobix
010m2014 ssa,simponi,golimumab,"janssen-cilag, s. a. de c. v. - 181",l04ab99  otros principios activos. inhibidores del factor alfa de necrosis tumoral.,"artritis reumatoide (ar)simponi, en combinación con metrotexato (mtx), está indicado para: •	el tratamiento de artritis reumatoide activa en pacientes adultos cuando la respuesta a la terapia con fármacos antirreumáticos modificadores de la enfermedad (farme) incluyendo mtx ha sido inadecuada. •	el tratamiento de la artritis reumatoide en pacientes adultos no tratados previamente con mtx. •	simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. simponi puede ser usado en pacientes previamente tratados con uno o más antagonistas del tnf (factor de necrosis tumoral). artritis idiopática juvenil (aij) artritis idiopática juvenil poliarticular (aijp)simponi en combinación con metrotexato (mtx) está indicado para el tratamiento de artritis idiopática juvenil poliarticular en niños con un peso corporal de al menos 40 kg, que han respondido inadecuadamente a terapia previa con mtx.artritis psoriásica (aps)simponi solo o en combinación con mtx, estratamiento de la artritis psoriásica en pacientes adultos en los que la respuesta a terapia previa con farme ha sido inadecuada. simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. espondilitis anquilosante (ea)simponi está indicado para: •	el tratamiento de la espondilitis anquilosante activa en pacientes adultos en los que la repuesta a la terapia convencional ha sido inadecuada. simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. espondiloartritis axial no radiográfica (espa-ax-n-rx)simponi por administración subcutánea, es indicado para:•	reducir signos y síntomas (dolor lumbar inflamatorio)•	mejora de la movilidad de la columna•	mejora la función física•	mejora la calidad de vida relacionada con la salud en pacientes adultos con espondiloartritis axial no radiográfica activa grave con signos objetivos de inflamación, determinados por elevación de la proteína c reactiva (pcrr resonancia magnética (irm), que han tenido una respuesta inadecuada, o que son intolerantes a los medicamentos antiinflamatorios no esteroideos (aines).colitis ulcerosa (cu)simponi, por administración subcutánea, está indicado para:•	reducir signos y síntomas•	inducir remisión clínica•	inducir cicatrización de la mucosa•	mejorar la calidad de vida•	mantener la respuesta clínica•	alcanzar remisión clínica a largo plazo•	alcanzar cicatrización de la mucosa a largo plazoen pacientes adultos con colitis ulcerosa activa moderada a severa que han tenido respuesta inadecuada al",simponi
010m2014 ssa,simponi,golimumab,"janssen-cilag, s. a. de c. v. - 181",l04ab99  otros principios activos. inhibidores del factor alfa de necrosis tumoral.,"artritis reumatoide (ar)simponi, en combinación con metrotexato (mtx), está indicado para: •	el tratamiento de artritis reumatoide activa en pacientes adultos cuando la respuesta a la terapia con fármacos antirreumáticos modificadores de la enfermedad (farme) incluyendo mtx ha sido inadecuada. •	el tratamiento de la artritis reumatoide en pacientes adultos no tratados previamente con mtx. •	simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. simponi puede ser usado en pacientes previamente tratados con uno o más antagonistas del tnf (factor de necrosis tumoral). artritis idiopática juvenil (aij) artritis idiopática juvenil poliarticular (aijp)simponi en combinación con metrotexato (mtx) está indicado para el tratamiento de artritis idiopática juvenil poliarticular en niños con un peso corporal de al menos 40 kg, que han respondido inadecuadamente a terapia previa con mtx.artritis psoriásica (aps)simponi solo o en combinación con mtx, estratamiento de la artritis psoriásica en pacientes adultos en los que la respuesta a terapia previa con farme ha sido inadecuada. simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. espondilitis anquilosante (ea)simponi está indicado para: •	el tratamiento de la espondilitis anquilosante activa en pacientes adultos en los que la repuesta a la terapia convencional ha sido inadecuada. simponi también ha mostrado que mejora la función física y la calidad de vida relacionada con la salud. espondiloartritis axial no radiográfica (espa-ax-n-rx)simponi por administración subcutánea, es indicado para:•	reducir signos y síntomas (dolor lumbar inflamatorio)•	mejora de la movilidad de la columna•	mejora la función física•	mejora la calidad de vida relacionada con la salud en pacientes adultos con espondiloartritis axial no radiográfica activa grave con signos objetivos de inflamación, determinados por elevación de la proteína c reactiva (pcrr resonancia magnética (irm), que han tenido una respuesta inadecuada, o que son intolerantes a los medicamentos antiinflamatorios no esteroideos (aines).colitis ulcerosa (cu)simponi, por administración subcutánea, está indicado para:•	reducir signos y síntomas•	inducir remisión clínica•	inducir cicatrización de la mucosa•	mejorar la calidad de vida•	mantener la respuesta clínica•	alcanzar remisión clínica a largo plazo•	alcanzar cicatrización de la mucosa a largo plazoen pacientes adultos con colitis ulcerosa activa moderada a severa que han tenido respuesta inadecuada al",simponi
358m2018 ssa,stelara iv,ustekinumab,"janssen-cilag, s.a. de c.v.",l04ac5 ustekinumab,"enfermedad de crohn.tratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosa.tratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico o presenten contraindicaciones médicas a esos tratami",stelara
246m2009 ssa,stelara,ustekinumab,janssen -cilag s.a de c.v,l04ac5 ustekinumab,"psoriasis en placatratamiento de la psoriasis, presentando mejoría en la calidad de vida en adultos con psoriasis en placa de moderada a grave que son candidatos a fototerapia o tratamiento sistémico.psoriasis en placa pediátricatratamiento de la psoriasis en placas de moderada a grave en pacientes niños y adolescentes de 6 años de edad en adelante, que hayan presentado una respuesta inadecuada, o que son intolerantes a otros tratamientos sistémicos o fototerapia.enfermedad de crohntratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosatratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico ocontraindicaciones médicas a esos tratamientos.artritis psoriásicasólo o en combinación con metrotexato (mtx), está indicado para el tratamiento de la artritis psoriásica activa en pacientes adultos cuando la respuesta a tratamientos previos no biológicos con fármacos antirreumáticos modificadores de la enfermedad (farme) ha sido in",stelara
358m2018 ssa,stelara iv,ustekinumab,"janssen-cilag, s.a. de c.v.",l04ac5 ustekinumab,"enfermedad de crohn.tratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosa.tratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico o presenten contraindicaciones médicas a esos tratami",stelara
246m2009 ssa,stelara,ustekinumab,janssen -cilag s.a de c.v,l04ac5 ustekinumab,"psoriasis en placatratamiento de la psoriasis, presentando mejoría en la calidad de vida en adultos con psoriasis en placa de moderada a grave que son candidatos a fototerapia o tratamiento sistémico.psoriasis en placa pediátricatratamiento de la psoriasis en placas de moderada a grave en pacientes niños y adolescentes de 6 años de edad en adelante, que hayan presentado una respuesta inadecuada, o que son intolerantes a otros tratamientos sistémicos o fototerapia.enfermedad de crohntratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosatratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico ocontraindicaciones médicas a esos tratamientos.artritis psoriásicasólo o en combinación con metrotexato (mtx), está indicado para el tratamiento de la artritis psoriásica activa en pacientes adultos cuando la respuesta a tratamientos previos no biológicos con fármacos antirreumáticos modificadores de la enfermedad (farme) ha sido in",stelara
358m2018 ssa,stelara iv,ustekinumab,"janssen-cilag, s.a. de c.v.",l04ac5 ustekinumab,"enfermedad de crohn.tratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosa.tratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico o presenten contraindicaciones médicas a esos tratami",stelara
246m2009 ssa,stelara,ustekinumab,janssen -cilag s.a de c.v,l04ac5 ustekinumab,"psoriasis en placatratamiento de la psoriasis, presentando mejoría en la calidad de vida en adultos con psoriasis en placa de moderada a grave que son candidatos a fototerapia o tratamiento sistémico.psoriasis en placa pediátricatratamiento de la psoriasis en placas de moderada a grave en pacientes niños y adolescentes de 6 años de edad en adelante, que hayan presentado una respuesta inadecuada, o que son intolerantes a otros tratamientos sistémicos o fototerapia.enfermedad de crohntratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosatratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico ocontraindicaciones médicas a esos tratamientos.artritis psoriásicasólo o en combinación con metrotexato (mtx), está indicado para el tratamiento de la artritis psoriásica activa en pacientes adultos cuando la respuesta a tratamientos previos no biológicos con fármacos antirreumáticos modificadores de la enfermedad (farme) ha sido in",stelara
358m2018 ssa,stelara iv,ustekinumab,"janssen-cilag, s.a. de c.v.",l04ac5 ustekinumab,"enfermedad de crohn.tratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosa.tratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico o presenten contraindicaciones médicas a esos tratami",stelara
246m2009 ssa,stelara,ustekinumab,janssen -cilag s.a de c.v,l04ac5 ustekinumab,"psoriasis en placatratamiento de la psoriasis, presentando mejoría en la calidad de vida en adultos con psoriasis en placa de moderada a grave que son candidatos a fototerapia o tratamiento sistémico.psoriasis en placa pediátricatratamiento de la psoriasis en placas de moderada a grave en pacientes niños y adolescentes de 6 años de edad en adelante, que hayan presentado una respuesta inadecuada, o que son intolerantes a otros tratamientos sistémicos o fototerapia.enfermedad de crohntratamiento de la enfermedad de crohn activa, de moderada a grave, en pacientes adultos que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o a antagonistas de tnfα o presenten contraindicaciones médicas a esos tratamientos.colitis ulcerosatratamiento de pacientes adultos con colitis ulcerosa activa de moderada a grave que hayan tenido una respuesta inadecuada, presenten pérdida de respuesta o sean intolerantes al tratamiento convencional o biológico ocontraindicaciones médicas a esos tratamientos.artritis psoriásicasólo o en combinación con metrotexato (mtx), está indicado para el tratamiento de la artritis psoriásica activa en pacientes adultos cuando la respuesta a tratamientos previos no biológicos con fármacos antirreumáticos modificadores de la enfermedad (farme) ha sido in",stelara
140m2019 ssa,erleada,apalutamida,janssen -cilag s.a de c.v,,"indicado para el tratamiento de pacientes con cáncer de próstata no metastásico resistente a la castración (cpnmrc) y cáncer de próstata metastásico, sensible a la castración ",erleada
290m2018 ssa,tremfya,guselkumab,janssen -cilag s.a de c.v,l04ac16 guselkumab,psoriasis en placapara el tratamiento de adultos con psoriasis en placa moderada a severa que son candidatos para terapia sistémica o fototerapia.artritis psoriásicatratamiento de pacientes adultos con artritis psoriásica acti,tremfya
039m2015 ssa,zuxtana,bosentan,,c02kx01  bosentán,para el tratamiento de la hipertensión arterial pulmonar,zuxtana
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
205m2018 ssa,uptravi,selexipag,janssen -cilag s.a de c.v,b01ac27 selexipag,"tratamiento a largo plazo de la hipertensión arterial pulmonar (hap, grupo i de la oms), en pacientes adultos en clase funcional de la oms ii-iii",uptravi
211m2014 ssa,brintellix,vortioxetina,,,indicado para el tratamiento del trastorno depresivo mayor y como terapia de prevención para evitar recaída,brintellix
211m2014 ssa,brintellix,vortioxetina,,,indicado para el tratamiento del trastorno depresivo mayor y como terapia de prevención para evitar recaída,brintellix
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
464m2001 ssa,arcoxia,etoricoxib,"schering - plough,s.a de c.v.",m01ah05  etoricoxib,"tratamiento agudo y crónico de los signos y síntomas de la osteoartritis y de la artritis reumatoide, espondilitis anquilosante, artritis gotosa aguda, alivio del dolor agudo y crónico, tratamiento de la dismenorrea primaria, del dolor postquirúrgico de moderado a severo asociado con cirugía dental y con cirugía abdominal ginecol",arcoxia
579m2002 ssa,ezetrol,ezetimiba,"undra ,s.a.de c.v.",c10ax09   ezetimiba.,"hipercolesterolemia, hipercolesterolemia familiar homocigótica, sitosterolemia homocigótica, prevención de eventos cardiovasculares mayores en enfermedad renal cron",ezetrol
