num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
771,"galantamina, bromhidrato de",capsula(liberacion prolongada),8 mg   y   16 mg,iv,reminyl er,144m2004 ssa,"janssen-cilag, s.a. de c.v.",para el tratamiento de la demencia tipo alzheimer.
772,gatifloxacino(sesquihidratado),solucion,3 mg/1 ml   y5 mg/1 ml,iv,zymar,155m2004 ssa,"allergan, s.a. de c.v.",antimicrobiano de uso oftalmico.
773,gefitinib,tableta,250 mg,iv,iressa,458m2003 ssa,"astrazeneca, s.a. de c.v.",cancer de pulmon de celulas no pequenas localmenteavanzado o metastasico con mutaciones activadoras detirosin cinasa del egfr.
774,"gemcitabina, clorhidrato de",solucion(inyectable),200 mg    y    1 g,iv,gemzar,079m97 ssa,eli lilly and company,para el tratamiento de cancer pulmonar de celulas nopequenas.
775,gemfibrozilo,tableta,600 mg    y    900 mg,iv,lopid,107m84 ssa,"pfizer, s.a. de c.v.",prevencion de la cardiopatia coronaria e infarto del miocardio.reductor de colesterol y trigliceridos.
776,"gemifloxacino, mesilato de",tableta,320 mg,iv,factive-5,229m2006 ssa,"pfizer, s.a. de c.v.","bronquitis cronica, sinusitis bacteriana aguda, neumoniaadquirida e infeccion de las vias urinarias no complicada."
777,"gentamicina, sulfato de",implante,130 mg   y   32.5 mg,iv,garacoll,195m96 ssa,"serral, s.a. de c.v.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
778,"gentamicina, sulfato de",solucion(inyectable),40 mg/ml,iv,garamicina,63671 ssa,"dinafarma, s.a. de c.v.",antibiotico (aminoglucosido) para infecciones ocasionadaspor germenes sensibles.
779,"glatiramer, acetato de",solucion(inyectable),"2  0    m  g / 1 ml,40 mg / 1 ml",iv,copaxone,380m2004 ssa,"lemery, s.a. de c.v.",inmunomodulador.
780,glicerol,supositorio,"1380 mg, 1478 mg   y2632 mg",vi,supositoriossenosiain,68960 ssa,"laboratorios senosiain, s.a. de c.v.",evacuante intestinal.
781,gliclazida,comprimido(liberacion prolongada),30 mg   y   60 mg,iv,diamicron mr,022m2002 ssa,"laboratorios servier, s.l.",para el tratamiento de diabetes mellitus tipo 2.
782,"glicopirronio, bromuro de",capsula,50 mcg,iv,seebri breezhaler,103m2013 ssa,novartis pharma ag,broncodilatador. para el alivio de los sintomas de lospacientes con enfermedad obstructiva cronica (epoc).
783,glimepirida,tableta,"1 mg, 2 mg, 3 mg,4 mg  y  6 mg",iv,amaryl,466m97 ssa,"sanofi-aventis de mexico, s.a. de c.v.",para el tratamiento de la diabetes mellitus tipo 2.
784,"glimepirida /  metformina,clorhidrato de",tableta(liberacion prolongada),2 mg / 850 mg;4 mg / 850 mg;2    mg / 1 g;4 mg / 1 g;2 mg / 500 mg    y4 mg / 500 mg,iv,glimetal lex,381m2005 ssa,"laboratorios silanes, s.a. de c.v.",para el tratamiento de la diabetes mellitus tipo ll.
785,"glimepirida /metformina,clorhidrato de",tableta,"2 mg/1 g,4 mg/1 g      y1 mg/500 mg",iv,glimetal,241m2001 ssa,"laboratorios silanes, s.a. de c.v.",para el tratamiento de la diabetes mellitus tipo 2
786,glipizida,comprimido,5 mg   y   10 mg,iv,minodiab,79341 ssa,"pfizer, s.a. de c.v.",para el tratamiento de la diabetes mellitus tipo 2.
787,"glucosamina, sulfato  de",granulado,1500 mg,iv,vartalon,195m2000 ssa,"asofarma de mexico, s.a. de c.v.","auxiliar en el tratamiento de osteoartrosis, condro protector."
788,"glucosamina, sulfato de /condroitina, sulfato de",capsula,500 mg / 400 mg,iv,vartaloncompositum,209m2002 ssa,"asofarma de mexico, s.a. de c.v.","auxiliar en el tratamiento de la osteoartritis, condroprotector."
789,"glucosamina, sulfato de/meloxicam",polvo,1500 mg/15 mg,iv,novovartalon,244m2008 ssa,"asofarma de mexico, s.a. de c.v.","auxiliar en el tratamiento de la osteoartritis,antiinflamatorio no esteroideo con accion analgesica."
790,"glucosamina, sulfato de /condrotina, sulfato de / acidoascorbico / manganeso,sulfato de",comprimido,300 mg/200 mg/25 mg/1.87 mg,vi,x ray ava,049m2005 ssa,"genomma laboratories mexico, s.a. de c.v.",auxiliar en el tratamiento de la osteoartritis. condroprotector.
791,"goserelina, acetato de",implante(liberacion prolongada),3.6 mg   y   10.8 mg,iv,zoladex,537m89 ssa,"astrazeneca, s.a. de c.v.","para el tratamiento del cancer de mama. para el tratamientodel cancer de prostata, endometriosis, miomatosis yleiomiomatosis.la presentacion de 10.8 mg. para el tratamiento de cancer demama con receptores de estrogenos positivos en mujerespremenopausicas."
792,guaifenesina /sulfametoxazol /trimetoprima,suspension,1 g/4 g/0.8 g/100 ml,iv,bactrimcompositum,81793 ssa,"productos roche, s.a. de c.v.",antimicrobiano para infecciones ocasionadas por germenessusceptibles.
793,guayacol,solucion(inyectable),100 mg/1 ml,iv,eucaliptine,419m2001 ssa,"dinafarma, s.a. de c.v.",expectorante.
794,haloperidol,tableta,5 mg y 10 mg,iv,haldol,63972 ssa,"janssen-cilag, s.a. de c.v.",antipsicotico.
795,haloperidol,solucion,2 mg / 1 ml,iv,haldol,64181 ssa,"janssen-cilag, s.a. de c.v.",neuroleptico.
796,"haloperidol, decanoato de",solucion(inyectable),50 mg/1 ml,iv,haldol decanoas,335m81 ssa,"janssen-cilag, s.a. de c.v.","antipsicotico para el tratamiento de esquizofrenia cronica yotras psicosis, problemas mentales o de conducta, donde lainquietud psicomotora requiere tratamiento de mantenimiento."
797,hemezol,tableta,500 mg,iv,hemestal,0111m80 ssa,"laboratorios silanes, s.a. de c.v.","amebicida, tricomonicida y para el tratamiento de segundaeleccion en infecciones por germenes anaerobicos."
798,"hidralazina, clorhidrato de",solucion(inyectable),20 mg / 1 ml,iv,anizalad,374m2003 ssa,"laboratorios pisa, s.a. de c.v.","antihipertensivo, vasodilatador periferico."
799,hidroclorotiazida,tableta,25 mg,iv,rofucal,74276 ssa,"probiomed, s.a. de c.v.",diuretico.
800,hidroclorotiazida /irbesartan,tableta,12.5 mg/150 mg;12.5 mg/300 mgy25 mg/300 mg,iv,co-aprovel,491m2000 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antihipertensivo.
801,hidroclorotiazida /lisinopril,tableta,12.5 mg/20 mg,iv,zestoretic,159m90 ssa,"astrazeneca, s.a. de c.v.","tratamiento de la hipertension esencial, en pacientes en losque el tratamiento combinado es apropiado."
802,"hidroclorotiazida /losartan, potasico",comprimido,"12.5 mg/50 mg,12.5 mg/100 mg   y25 mg/100 mg",iv,hyzaar,360m95 ssa,"schering-plough, s.a. de c.v.",antihipertensivo.
803,hidroclorotiazida /olmesartan medoxomilo,comprimido,"12.5 mg/20 mg,12.5 mg/40 mg   y25 mg/40 mg",iv,almetec-co,131m2007 ssa,"schering-plough, s.a. de c.v.",antihipertensivo.
804,hidroclorotiazida / ramipril,tableta,12.5 mg / 2.5 mg;25 mg / 5 mg;12.5 mg / 10 mg     y25 mg / 10 mg,iv,tritazide,086m96 ssa,"dinafarma, s.a. de c.v.",antihipertensivo.
805,"hidrocortisona, 17-butirato de",crema,0.1 g/100 g,iv,locoid,77056 ssa,"laboratorios liomont, s.a. de c.v.","antiinflamatorio esteroideo de uso topico, indicado endermatosis inflamatorias, pruriginosas y/o alergicas, noinfectadas de diversos tipos y localizaciones que responden ala corticoterapia local."
806,"hidrocortisona, acetato de /lidocaina",supositorio,5 mg / 60 mg,vi,xyloproct plus,73241 ssa,"genomma laboratories mexico,s.a. de c.v.",antihemorroidal.
807,"hidrocortisona,hemisuccionato de / lidocaina,clorhidrato de / ofloxacino",solucion,(2.5 mg/10 mg/3 mg)/1 ml,iv,orecil nf,67530 ssa,"laboratorios senosiain, s.a. de c.v.","antimicrobiano otico, antiinflamatorio esteroideo."
808,"hidroquinona /magnesio, silicato de",crema,(2 g/10 g)/100 g   y(4 g/10 g)/100 g,iv,eldopaque,524m89 ssa,"laboratorios grossman, s.a.","auxiliar en hipercromias, agente desmelanizante topico,auxiliar en el tratamiento de melasma, efelides."
809,hidroquinona / padimato o /oxibenzona / octilmetoxicinamato,crema,4 g/8 g/2 g/3 g/100 g,iv,solaquin,069m91 ssa,"laboratorios grossman, s.a.","lentigo senil e hipercromias. agente desmelanizante topico.auxiliar en el tratamiento de melasma, efelides."
810,hidrosmina,capsula,200 mg,iv,sies,019m95 ssa,"laboratorios senosiain, s.a. de c.v.",trombosis venosa profunda.
811,hidrotalcita,tableta(masticable),500 mg,v,alkarelief,148m84 ssa,"bayer de mexico, s.a. de c.v.",antiacido.
812,hidroxicarbamida,capsula,500 mg,iv,hydrea,508m2015 ssa,"bristol-myers squibb de mexico,s. de r.l. de c.v.",antineoplasico.
813,"hidroxicloroquina, sulfato de",tableta,200 mg,iv,plaquenil,258m2014 ssa,"sanofi-aventis de mexico, s.a. de c.v.","antiparasitario, antirreumatico."
814,"hidroxicobalamina, acetato de",solucion(inyectable),100 mcg /2 ml,iv,vilamin-12,40090 ssa,"laboratorios pisa, s.a. de c.v.",hematopoyetico.
815,"hidroxido de magnesio,hidroxido de aluminio,simeticona",tableta,200 mg/ 200 mg/25 mg,vi,melox plus,76943 ssa,"sanofi-aventis de mexico,s.a. de c.v.","antiflatulento, antiacido."
816,"hidroxizina, clorhidrato de",tableta,10 mg   y   25 mg,iv,atarax,46603 ssa,"productos farmaceuticos,s.a. de c.v.","antihistaminico, ansiolitico."
817,"hidroxocobalamina, acetatode / ketoprofeno /piridoxina, clorhidrato de /tiamina, clorhidrato de",solucion(inyectable),5  0  0   0   m   c  g  /100 mg/25 mg/ 50 mg,iv,dolo-bedoyecta,106m2004 ssa,"laboratorios grossman, s.a.","antiinflamatorio con accion analgesica, antineuritico."
818,hierro carbonilo,capsula,18 mg,iv,unifer,181m95 ssa,"laboratorios grossman, s.a.",para el tratamiento de la anemia ferropriva.
819,hierro elemental,solucion(inyectable),100 mg /1 ml,iv,hi-dex,66153 ssa,"grimann, s.a. de c.v.",antianemico.
820,"hioscina, butilbromuro de",solucion(inyectable),20 mg / 1 ml,iv,buscapina,39650 ssa,"sanofi-aventis de mexico,s.a. de c.v.","espasmo agudo del tracto gastrointestinal, biliar yg  e  n  i t o  u  r  in  a rio incluyendo colicos renal y biliar. apoyo en losprocedimientos terapeuticos y de diagnostico donde elespasmo puede ser un problema."
821,"hioscina, butilbromuro de",tableta,10 mg,vi,buscapina,39657 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiespasmodico.
822,"hioscina, butilbromuro de /ketorolaco",tableta,20 mg / 10 mg,iv,encontropina,076m2012 ssa,"productos medix, s.a. de c.v.","antiespasmodico, antiinflamatorio no esteroideo con accionanalgesica."
823,"hioscina, butilbromuro de /ketorolaco trometamina",solucion,(500 mg / 250 mg) /100 ml,iv,encontropina,077m2012 ssa,"productos medix, s.a. de c.v.",tratamiento de la inflamacion y dolor agudo visceralgastrointestinal y genitourinario.
824,"hioscina, butilbromuro de  /paracetamol",tableta,10 mg / 500 mg,vi,buscapina duo,027m90 ssa,"sanofi-aventis de mexico, s.a. de c.v.","analgesico, antipiretico, antiespasmodico."
825,"hioscina, butilbromuro de /paracetamol",solucion,(2 mg / 100 mg ) /  ml,vi,buscapina duo,028m90 ssa,"sanofi-aventis de mexico, s.a. de c.v.",dolor espasmodico gastrointestinal del lactante.
826,"hioscina, butilbromuro de /metamizol sodico",solucion(inyectable),(20 mg / 2.5 g) / 5 ml,iv,buscapinacompositum,51405 ssa,"sanofi-aventis de mexico, s.a. de c.v.","analgesico, antipiretico, antiespasmodico."
827,"hioscina, butilbromuro de,(butilhioscina) /ibuprofeno",tableta,20 mg/ 400 mg,vi,buscapina fem,547m96 ssa,"boehringer ingelheim promeco,s.a. de c.v.","analgesico, antiespasmodico."
828,"hioscina, butilbromuro de /metamizol sodico",tableta,10 mg / 250 mg,iv,buscapinacompositum,52046 ssa,"sanofi-aventis de mexico,s.a. de c.v.","analgesico, antiespasmodico."
829,hipromelosa,solucion,20 mg/1 ml y5 mg/1 ml,iv,meticel ofteno,61986 ssa,"laboratorios sophia,s.a. de c.v.",lubricante ocular.
830,"ibesartan /amlodipino, besilato de",tableta,"150 mg / 5 mg,300 mg / 5 mg,150 mg / 10 mg    y300 mg / 10 mg",iv,aprovasc,180m2011 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antihipertensivo.
831,ibuprofeno,suspension,2 g/100 ml,vi,advil,265m98 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",auxiliar en el alivio del dolor y la fiebre.
832,ibuprofeno,tableta(liberacion prolongada),800 mg,iv,motrin retard,390m90 ssa,"pfizer, s.a. de c.v.",antiinflamatorio con accion analgesica.
833,ibuprofeno,tableta,"400 mg, 600 mg       y800mg",iv,motrin,74737 ssa,"pfizer, s.a. de c.v.",antiinflamatorio con accion analgesica.
834,ibuprofeno,capsula(gelatina blanda),400 mg y 600 mg,iv,actron,124m2004 ssa,"bayer de mexico, s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
835,ibuprofeno,gel,5 g / 100 g,iv,actron,341m2015 ssa,"bayer de mexico, s.a. de c.v.","alivio local sintomatico del dolor musculo esqueletico como:contusiones, esguinces y lumbalgia."
836,ibuprofeno,capsula(gelatina blanda),200mg,vi,eufenil,047m80 ssa,"gelcaps exportadora de mexico,s.a. de c.v.","analgesico, antipiretico."
837,ibuprofeno,capsula(gelatina blanda),400 mg,vi,eufenil forte,490m97 ssa,"gelcaps exportadora de mexico,s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
838,idebenona,tableta,30 mg,iv,lucebanol,293m99 ssa,"grimann, s.a. de c.v.",auxiliar en la insuficiencia vascular cerebral.
839,iloprost,solucion,0.01 mg / ml,iv,ventavis,335m2006 ssa,"bayer de mexico, s.a. de c.v.",tratamiento de la hipertension pulmonar.
840,"imatinib, mesilato de formacristalina beta (b)",comprimido,100 mg   y   400 mg,iv,glivec,498m2003 ssa,novartis pharma ag,"pacientes adultos y pediatricos con leucemia mieloidecronica recien diagnosticada, en crisis de fase acelerada ocronica tras el fracaso de un tratamiento con interferon alfa,adultos y pediatricos. leucemia, sindromes mielodisplasicoso mieloproliferativos, mastocitosis sistemica, sindromehipereosinofilico, tumores del estroma gastrointestinal ydermatofibrosarcoma protuberans."
841,imipenem / cilastatina,solucion(inyectable),500 mg / 500 mg,iv,tienam,180m87 ssa,merck sharp & dohme b.v.,antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
842,imiquimod,crema,9.375 mg / 250 mg (3.75%)y12.5 mg / 250 mg (5%),i v,aldara,524m98 ssa,"grimann, s.a. de c.v.",carcinoma de celulas basales superficial. tratamiento deverrugas genitales y perianales. tratamiento de la queratosisactinica.
843,indacaterol,polvo(para inhalacion),150 mcg y 300 mcg,iv,onbrizebreezhaler,064m2010 ssa,novartis pharma ag,broncodilatador.
844,"indacaterol, maleato de /glicopirronio, bromuro de",capsula,110 mcg / 50 mcg,iv,ultibro -breezhaler,076m2014 ssa,novartis pharma ag,tratamiento de mantenimiento para el alivio de los sintomas ydisminucion de las reagudizaciones en pacientes adultos conenfermedad pulmonar obstructiva cronica (epoc).
845,indapamida,comprimido(liberacion prolongada),1.5 mg,iv,natrilix sr,133m2003 ssa,"laboratorios servier, s.l.",diuretico.
846,indobufeno,tableta,200 mg,iv,ibustrin,300m89 ssa,"pfizer, s.a. de c.v.",antiagregante plaquetario.
847,indometacina,capsula(liberacion prolongada),50 mg,iv,malival ap,71254 ssa,"laboratorios silanes, s.a. de c.v.",antiinflamatorio con accion analgesica.
848,indometacina,capsula(liberacion prolongada),60 mg,iv,antalgin,80741 ssa,"productos medix, s.a. de c.v.","analgesico, antirreumatico"
849,indometacina,capsula,25 mg,iv,indocid,61533 ssa,aspen pharma pty ltd,"analgesico, antiinflamatorio con accion analgesica."
850,indometacina,supositorio,100 mg,iv,indocid,64785 ssa,aspen pharma pty ltd,"antirreumatico, antiinflamatorio con accion analgesica."
851,indometacina,crema,2.5 g / 100 g,iv,indaflex,575m2004 ssa,"industria farmaceutica andromaco,s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
852,indometacina /dexametasona,capsula,25 mg / 0.500 mg,iv,indarzona,79645 ssa,"streger, s.a.","antiinflamatorio esteroideo, antirreumatico, antiinflamatorio noesteroideo."
853,indometacina /metocarbamol,capsula,25 mg / 215 mg,iv,malival compuesto,62795 ssa,"laboratorios silanes, s.a. de c.v.","analgesico, antiinflamatorio no esteroideo."
854,indometacina /betametasona /metocarbamol,capsula,25 mg / 0.75 mg /215 mg,iv,ardosons,336m2007 ssa,"laboratorios quimica son's,s.a. de c.v.","r   e  l a  j a  n  t e   m   u  s  c  ular, antiinflamatorio esteroideo,antiinflamatorio no esteroideo."
855,inosina  pranobex,jarabe,5 g/100 ml,iv,isoprinosine,79278 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antiviral.
856,inosina  pranobex,tableta,500 mg,iv,isoprinosine,76105 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antiviral.
857,irbesartan,tableta,"75 mg, 150 mg   y300 mg",iv,aprovel,415m97 ssa,"sanofi-aventis de mexico,s.a. de c.v.",r   e  d  u  c  t o  r   d  e    l a   progresion de la nefropatia y proteccion renal.antihipertensivo.
858,"irinotecan, clorhidrato de",solucion(inyectable),"40 mg/2 ml,100 mg/5 ml   y300 mg/15 ml",iv,camptosar,431m97 ssa,"pfizer, s.a. de c.v.",antineoplasico.
859,"isoconazol, nitrato de",ovulo,0.6 g,iv,icaden v,031m86 ssa,"bayer de mexico, s.a. de c.v.",antimicotico vaginal.
860,"isoconazol, nitrato de",crema,1 g/100 mg,iv,icaden,0384m79 ssa,leo pharma a/s,antimicotico.
861,isoniazida,tableta,100 mg,iv,valifol,39758 ssa,"laboratorios valdecasas, s.a.",antifimico.
862,isoniazida /pirazinamida /rifampicina,tableta,75 mg/400 mg/150 mg,iv,rifater,121m87 ssa,"sanofi-aventis de mexico, s.a. de c.v.",tratamiento de la tuberculosis.
863,"isopropamida,yoduro de /trifluoperazina, clorhidrato de",tableta,5 mg/1 mg,iii,stelabid,54599 ssa,"armstrong laboratorios de mexico,s.a. de c.v.","anticolinergico, tranquilizante, antiemetico."
864,"isosorbida, 5-mononitrato de",capsula(liberacion prolongada),50 mg,iv,elantan retard,302m95 ssa,"abbott laboratories de mexico,s.a. de c.v.","tratamiento de enfermedad arterial coronaria, angina depecho, hipertension pulmonar e insuficiencia cardiacacongestiva cronica en combinacion con otros medicamentos."
865,"isosorbida, 5-mononitrato de",tableta,20 mg   y   40mg,iv,elantan,008m86 ssa,"abbott laboratories de mexico, s.a. dec.v.",vasodilatador coronario.
866,"isosorbida, dinitrato de",capsula(liberacion prolongada),"2  0    m   g  ,   4  0    m   g , 60 mgy    80 mg",iv,isorbid ap,63050 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",vasodilatador coronario.
867,"isosorbida, dinitrato de",tableta,"2.5 mg, 5 mg  y  10 mg",iv,isorbid,79395 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",vasodilatador coronario.
868,"isosorbida, dinitrato de",solucion(inyectable),10 mg/10 ml,iv,isoket,230m91 ssa,"abbott laboratories de mexico,s.a. de c.v.",vasodilatador coronario.
869,"isosorbida, dinitrato de",tableta,"5 mg, 10 mg, 20 mg,30 mg   y   40 mg",iv,isorbid,63024 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",vasodilatador coronario.
870,"isosorbida, dinitrato de",solucion(para nebulizacion),2.510 g/100 ml,iv,isoket,002m88 ssa,"abbott laboratories de mexico,s.a. de c.v.","antianginoso, vasodilatador periferico."
871,"isosorbida, mononitrato de",tableta(liberacion prolongada),50 mg   y   100 mg,iv,monocorat depot,265m94 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",vasodilatador coronario.
872,"isosorbida, mononitrato de",tableta,60 mg,iv,imdur,214m94 ssa,"offenbach mexicana, s.a. de c.v.","tratamiento profilactico de la angina de pecho (vasodilatadorcoronario, antianginoso)."
873,"isotipendilo, clorhidrato de",gragea,4 mg,vi,andantol,50173 ssa,"grimann, s.a. de c.v.",antihistaminico.
874,"itoprida, clorhidrato de",tableta,50 mg,iv,dagla,292m2009 ssa,"takeda mexico, s.a. de c.v.",procinetico.
875,itraconazol,capsula,100 mg,iv,sporanox,214m87 ssa,"janssen-cilag, s.a. de c.v.",antimicotico
876,itraconazol / secnidazol,capsula,33.330 mg/166.660 mg,iv,sporasec,486m94 ssa,"janssen-cilag, s.a. de c.v.",vaginitis y vaginosis casusado por microorganismossusceptibles.
877,"ivabradina, clorhidrato de",comprimido,"5  mg, 7.5 mg",iv,procoralan,204m2007 ssa,"laboratorios servier, s.l.","antianginoso. tratamiento de la insuficiencia cardiacacronica. como coadyuvante al tratamiento base, no deprimera linea o monoterapia."
878,ivermectina,tableta,6  mg,iv,ivexterm,566m2001 ssa,"laboratorios grossman, s.a.","escabicida, pediculicida, oxiuriasis, ascariasis, uncinariasis ytrichuriasis."
879,ketanserina,gel,2 g/100 g,iv,sufrexal,259m90 ssa,"janssen-cilag, s.a. de c.v.",antiseptico y antimoniliasico.
880,"ketanserina /metronidazol /miconazol, nitrato de",ovulo,36 mg/500 mg/100 mg,iv,sufrexal combi,428m2005 ssa,"janssen-cilag, s.a. de c.v.","restaurador del epitelio vaginal, tricomonicida vaginal,antimicotico vaginal."
881,ketoconazol,gel,2 g/100 ml,iv,nizoral,295m89 ssa,"janssen-cilag, s.a. de c.v.",antimicotico.
882,ketoconazol,crema,2 g/100 g,iv,nizoral,94m83 ssa,"janssen-cilag, s.a. de c.v.",antimicotico de amplio espectro.
883,ketoconazol / tinidazol /clindamicina,ovulo,800 mg / 300 mg /100 mg,iv,tri-desac,010m2012 ssa,"representaciones e investigacionesmedicas,                                  s.a. de c.v.",tratamiento de vaginitis por candida y las vaginosisbacterianas.
884,ketoprofeno,comprimido(liberacion prolongada),150 mg,iv,bi-profenid,244m2006 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiinflamatorio no esteroideo.
885,ketoprofeno,solucion(inyectable),100 mg/2 ml,iv,profenid i.m.,044m84 ssa,"sanofi-aventis de mexico,s.a. de c.v.","analgesico, antiinflamatorio con accion analgesica."
886,ketoprofeno,capsula,100 mg,iv,profenid,82573 ssa,"sanofi-aventis de mexico,s.a. de c.v.","antirreumatico, antiinflamatorio con accion analgesica."
887,ketoprofeno,solucion(inyectable),100 mg,iv,profenid i.v.,327m98 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiinflamatorio con accion analgesica.
888,ketoprofeno,gel,2.5 g/100 g,iv,profenid gel,545m89 ssa,"sanofi-aventis de mexico,s.a. de c.v.","analgesico, antiinflamatorio con accion analgesica."
889,ketoprofeno,tableta(liberacion prolongada),200 mg,iv,profenid retard,200m84 ssa,"sanofi-aventis de mexico,s.a. de c.v.","analgesico, antiinflamatorio con accion analgesica."
890,ketoprofeno sodico /paracetamol,suspension,30 mg/85 mg/5ml,iv,bifebral,546m89 ssa,"dinafarma, s.a. de c.v.","analgesico, antipiretico, antiinflamatorio con accionanalgesica."
891,ketoprofeno sodico /paracetamol,comprimido,100 mg/300 mg,iv,bifebral,547m89 ssa,"dinafarma, s.a. de c.v.","analgesico, antipiretico, antiinflamatorio con accionanalgesica."
892,"ketoprofeno, lisinato de",granulado,80 mg,vi,oki 3a,126m2008 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
893,ketorolaco,tableta,10 mg,iv,dolac,126m2020 ssa,"siegfried rhein, s.a. de c.v.",analgesico no narcotico.
894,ketorolaco trometamina,gel,2 g/100 g,iv,supradol,260m99 ssa,"laboratorios liomont, s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
895,ketorolaco trometamina,solucion,"5 mg/1 ml,4 mg/1 ml    y0.45%",iv,acularen,323m97 ssa,"allergan, s.a. de c.v.",antiinflamatorio no esteroideo oftalmico. analgesico.
896,ketorolaco trometamina,tableta,30 mg,iv,dolac 30,216m2014 ssa,"siegfried rhein, s.a. de c.v.",analgesico no narcotico.
897,ketorolaco trometamina,solucion(inyectable),30mg/1ml,iv,dolac,058m2014 ssa,"siegfried rhein, s.a. de c.v.",antiinflamatorio no esteroideo con accion analgesica.
898,ketorolaco trometamina /cafeina anhidra,tableta,10 mg / 50 mg,iv,supradol-f,345m2006 ssa,"laboratorios liomont, s.a. de c.v.",analgesico.
899,"ketorolaco trometamina /tramadol, clorhidrato de",tableta,10 mg / 25 mg,iv,sinergix,340m2006 ssa,"representaciones e investigacionesmedicas,                                  s.a. de c.v.",analgesico.
900,"ketorolaco trometamina /tramadol, clorhidrato de",capsula,10 mg / 25 mg,iv,mavidol tr,009m2011 ssa,"mavi farmaceutica, s.a. de c.v.",analgesico.
901,"ketotifeno, fumaratohidrogenado de",jarabe,20 mg/100 ml,iv,zaditen,358m90 ssa,novartis pharma ag,"para la profilaxis y tratamiento cronico del asma bronquial,antihistaminico."
902,l-asparaginasa,solucion(inyectable),"10,000 ui",iv,leunase,158m88 ssa,"dinafarma, s.a. de c.v.","para el tratamiento de la leucemia aguda linfocitica, linfomano hodgkin de grado bajo."
903,lacidipino,tableta,2 mg   y   4 mg,iv,lacipil,512m94 ssa,"glaxo wellcome, s.a.","antihipertensivo, calcio antagonista, antianginoso."
904,lacosamida,jarabe,10 mg / ml,iv,vimpat,076m2010 ssa,"productos farmaceuticos,s.a. de c.v.",antiepileptico.
905,lacosamida,tableta,"50 mg, 100 mg,150 mg   y   200 mg",iv,vimpat,096m2010 ssa,"productos farmaceuticos,s.a. de c.v.",antiepileptico.
906,lacosamida,solucion(inyectable),10 mg / ml,iv,vimpat,017m2011 ssa,"productos farmaceuticos,s.a. de c.v.",antiepileptico.
907,lactulosa,polvo,5 g,iv,regulact,213m95 ssa,"laboratorios grossman, s.a.","tratamiento de encefalopatia hepatica, laxante."
908,lactulosa,jarabe,66.700 g/100 ml,iv,regulact,012m95 ssa,"laboratorios grossman, s.a.","tratamiento de encefalopatia hepatica, laxante."
909,lamivudina,solucion,1 g/100 ml,iv,3 tc,525m96 ssa,"glaxo wellcome, s.a.",antirretroviral.
910,lamivudina,tableta,150 mg,iv,3 tc,523m96 ssa,"glaxo wellcome, s.a.",antirretroviral.
911,lamivudina / zidovudina,tableta,150 mg/300 mg,iv,combivir,095m98 ssa,"glaxo wellcome, s.a.",antirretroviral. tratamiento de pacientes infectados por elvirus de la inmunodeficiencia humana (vih).
912,lamotrigina,tableta(dispersable / masticable),"5   mg, 25 mg, 50 mgy 100 mg",iv,lamictaldispersable,379m95 ssa,"glaxo wellcome, s.a.",antiepileptico.
913,lanreotida,solucion(inyectable),"60 mg, 90 mgy120 mg",i v,somatulineautogel,540m2004 ssa,ipsen pharma biotech,"para el tratamiento de la acromegalia, tumoresneuroendocrinos y tumores neuroendocrinosgastroenteropancreaticos."
914,lansoprazol,capsula,15 mg   y   30 mg,iv,ulpax,522m94 ssa,"grimann, s.a. de c.v.",para el tratamiento de la ulcera peptica gastrica y duodenal.
915,lapatinib,tableta,250 mg,iv,tykerb,417m2008 ssa,novartis pharma ag,para el tratamiento de cancer de mama avanzado ometastasico con expresion de la proteina erbb2 (her2/neu) yque han recibido tratamiento previo en combinacion concapecitabina o algun inhibidor de la aromatasa.
916,latanoprost,solucion,50 mcg/ ml,iv,xalatan,043m98 ssa,"pfizer, s.a. de c.v.",antiglaucomatoso.
917,latanoprost / timolol,solucion,50 mcg/5 mg/1 ml,iv,xalacom,368m2001 ssa,"pfizer, s.a. de c.v.",disminucion adicional de la p.i.o. para el tratamiento delglaucoma.
918,leflunomida,comprimido,"10 mg, 20 mg    y100 mg",iv,arava,170m99 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antirreumatico.
