"id","producto","precio","hora_consulta","farmacia_corto","busqueda","farmacia","pais","product_name","quantity","unit","presentacion","num_prod"
10472,nesquik  paleta helada nesquik 67 gr.,20.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,nesquik  paleta helada nesquik ,,,,67
10473,haagendazs  paleta helada haagendazs vanilla caramel almond 80 ml.,92.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,haagendazs  paleta helada haagendazs vanilla caramel almond ,80.0,ml,,
10474,holanda  paleta choco crem chocolate 78 ml.,16.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta choco crem chocolate ,78.0,ml,,
10475,holanda  paleta magnum clasica 90 ml.,35.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta magnum clasica ,90.0,ml,,
10476,holanda  paleta magnum almendras 90 ml.,37.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta magnum almendras ,90.0,ml,,
10477,holanda  paleta magnum double frambuesa 93 ml.,44.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta magnum double frambuesa ,93.0,ml,,
10478,nestle  paleta helada kit kat 60 gr.,42.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,nestle  paleta helada kit kat ,,,,60
10479,nestle  paleta helada nestle mango 90 ml.,26.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,nestle  paleta helada nestle mango ,90.0,ml,,
10480,magnum  paleta magnum almendras chocolate blanco 90 ml.,42.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,magnum  paleta magnum almendras chocolate blanco ,90.0,ml,,
10481,la lechera  paleta helada la lechera dulce de mango 89 gr.,27.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,la lechera  paleta helada la lechera dulce de mango ,,,,89
10482,holanda  paleta holanda choco milk 36.6 gr.,14.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta holanda choco milk ,,,,6
10483,holanda  paleta magnum zero azucar clasica 80 ml.,38.50,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta magnum zero azucar clasica ,80.0,ml,,
10484,magnum  paleta magnum ruby 90 ml.,42.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,magnum  paleta magnum ruby ,90.0,ml,,
10485,holanda  paleta holanda solero paradise sabor frutos rojos 94 ml.,29.00,"02:15:28 09/07/2023",fguadalajara,PALEXIA,farmacias guadalajara,Mexico,holanda  paleta holanda solero paradise sabor frutos rojos ,94.0,ml,solucion,
10486,palexia retard 30 tabletas caja tapentadol 25 mg,912.50,"02:16:04 09/07/2023",fsanpablo,PALEXIA RETARD,farmacias san pablo,Mexico,palexia retard ,25.0,mg,tableta,30
10487,palexia retard 30 tabletas caja tapentadol 50 mg,1470.00,"02:16:04 09/07/2023",fsanpablo,PALEXIA RETARD,farmacias san pablo,Mexico,palexia retard ,50.0,mg,tableta,30
10488,palexia retard 30 tabletas caja tapentadol 100 mg,2403.50,"02:16:04 09/07/2023",fsanpablo,PALEXIA RETARD,farmacias san pablo,Mexico,palexia retard ,100.0,mg,tableta,30
10489,palexia retard 60 z96 tabletas caja tapentadol 100.0 mg,4135.50,"02:16:04 09/07/2023",fsanpablo,PALEXIA RETARD,farmacias san pablo,Mexico,palexia retard ,100.0,mg,tableta,60
10490,prudence extra time condones retardantes 3 piezas blister,63.50,"02:16:04 09/07/2023",fsanpablo,PALEXIA RETARD,farmacias san pablo,Mexico,prudence extra time condones retardantes ,,,,3
10491,palexia retard 100 mg tab caja con 60,4485.47,"02:16:12 09/07/2023",fespecializadas,PALEXIA RETARD,farmacias especializadas,Mexico,palexia retard ,100.0,mg,tableta,60
10492,palexia retard 100mg tab caja con 30,2403.19,"02:16:12 09/07/2023",fespecializadas,PALEXIA RETARD,farmacias especializadas,Mexico,palexia retard ,100.0,mg,tableta,30
10493,palexia retard 25 mg tab caja con 30,897.11,"02:16:12 09/07/2023",fespecializadas,PALEXIA RETARD,farmacias especializadas,Mexico,palexia retard ,25.0,mg,tableta,30
10494,palexia retard 50mg tab caja con 30,1513.80,"02:16:12 09/07/2023",fespecializadas,PALEXIA RETARD,farmacias especializadas,Mexico,palexia retard ,50.0,mg,tableta,30
10495,darzalex 100 mg5 ml solucion inyectable caja con frasco ampula  rx3,9869.00,"02:19:17 09/07/2023",farmalisto_mx,DARZALEX,farmalisto méxico,Mexico,darzalex ,5.0,ml,tableta,3
10496,darzalex 400 mg20 ml solucion inyectable caja con frasco ampula  rx3,39390.00,"02:19:17 09/07/2023",farmalisto_mx,DARZALEX,farmalisto méxico,Mexico,darzalex ,20.0,ml,tableta,3
10497,darzalex 1 solucion frasco ampula daratumumab 100.0 mg,9872.50,"02:19:33 09/07/2023",fsanpablo,DARZALEX,farmacias san pablo,Mexico,darzalex ,100.0,mg,solucion,1
10498,darzalex 1 solucion frasco ampula daratumumab 400.0 mg,39491.00,"02:19:33 09/07/2023",fsanpablo,DARZALEX,farmacias san pablo,Mexico,darzalex ,400.0,mg,solucion,1
10499,darzalex 100 mg5 ml fam caja con 1,9873.73,"02:19:38 09/07/2023",fespecializadas,DARZALEX,farmacias especializadas,Mexico,darzalex ,5.0,ml,,1
10500,darzalex 400 mg20 ml fam caja con 1,39494.95,"02:19:38 09/07/2023",fespecializadas,DARZALEX,farmacias especializadas,Mexico,darzalex ,20.0,ml,,1
10501,imbruvica 140 mg caja con 120 capsulas,189867.00,"02:22:38 09/07/2023",farmalisto_mx,IMBRUVICA,farmalisto méxico,Mexico,imbruvica ,140.0,mg,capsula,120
10502,imbruvica 140 mg caja de carton con frasco con 90 capsulas,142397.00,"02:22:38 09/07/2023",farmalisto_mx,IMBRUVICA,farmalisto méxico,Mexico,imbruvica ,140.0,mg,capsula,90
10503,imbruvica 90 capsulas frasco ibrutinib 140 mg,142398.00,"02:22:56 09/07/2023",fsanpablo,IMBRUVICA,farmacias san pablo,Mexico,imbruvica ,140.0,mg,capsula,90
10504,imbruvica 140 mg tab caja con 30,47468.00,"02:23:06 09/07/2023",fespecializadas,IMBRUVICA,farmacias especializadas,Mexico,imbruvica ,140.0,mg,tableta,30
10505,imbruvica 140mg cap caja con 120,189871.33,"02:23:06 09/07/2023",fespecializadas,IMBRUVICA,farmacias especializadas,Mexico,imbruvica ,140.0,mg,capsula,120
10506,imbruvica 140mg cap caja con 90,142403.72,"02:23:06 09/07/2023",fespecializadas,IMBRUVICA,farmacias especializadas,Mexico,imbruvica ,140.0,mg,capsula,90
10507,imbruvica 420 mg tab caja con 30,142404.00,"02:23:06 09/07/2023",fespecializadas,IMBRUVICA,farmacias especializadas,Mexico,imbruvica ,420.0,mg,tableta,30
10508,imbruvica 560 mg tab caja con 30,189871.00,"02:23:06 09/07/2023",fespecializadas,IMBRUVICA,farmacias especializadas,Mexico,imbruvica ,560.0,mg,tableta,30
10510,intelence 200 mg caja con frasco con 60 tabletas,15629.00,"02:24:21 09/07/2023",farmalisto_mx,INTELENCE,farmalisto méxico,Mexico,intelence ,200.0,mg,tableta,60
10511,intelence 100 mg tab caja con 120,14752.73,"02:24:41 09/07/2023",fespecializadas,INTELENCE,farmacias especializadas,Mexico,intelence ,100.0,mg,tableta,120
10512,intelence 200 mg tab caja con  60,15578.47,"02:24:41 09/07/2023",fespecializadas,INTELENCE,farmacias especializadas,Mexico,intelence ,200.0,mg,tableta,60
10513,invokana 300 mg caja con 30 tabletas,1621.00,"02:25:56 09/07/2023",farmalisto_mx,INVOKANA,farmalisto méxico,Mexico,invokana ,300.0,mg,tableta,30
10514,invokana 100 mg caja con 30 tabletas,1621.00,"02:25:56 09/07/2023",farmalisto_mx,INVOKANA,farmalisto méxico,Mexico,invokana ,100.0,mg,tableta,30
10515,invokana duo 150 mg  850 mg caja con 60 tabletas,1644.00,"02:25:56 09/07/2023",farmalisto_mx,INVOKANA,farmalisto méxico,Mexico,invokana duo ,150.0,mg,tableta,60
10516,invokana duo 150 mg  1000 mg caja con 60 tabletas,1649.00,"02:25:56 09/07/2023",farmalisto_mx,INVOKANA,farmalisto méxico,Mexico,invokana duo ,150.0,mg,tableta,60
10517,invokana 30 tableta caja hemihidrato de canagliflozina 300 mg,1567.00,"02:26:10 09/07/2023",fsanpablo,INVOKANA,farmacias san pablo,Mexico,invokana ,300.0,mg,tableta,30
10518,invokana 30 tabletas caja hemihidrato de canagliflozina 100 mg,1631.00,"02:26:10 09/07/2023",fsanpablo,INVOKANA,farmacias san pablo,Mexico,invokana ,100.0,mg,tableta,30
10519,invokana duo 60 tabletas frasco hemihidrato de canagliflozina 150 mg metformina 850 mg,1737.00,"02:26:10 09/07/2023",fsanpablo,INVOKANA,farmacias san pablo,Mexico,invokana duo ,150.0,mg,tableta,60
10520,invokana duo 60 tabletas frasco hemihidrato de canagliflozina 150 mg metformina 1000 mg,1737.00,"02:26:10 09/07/2023",fsanpablo,INVOKANA,farmacias san pablo,Mexico,invokana duo ,150.0,mg,tableta,60
10521,invokana 100mg tab caja con 30,1564.06,"02:26:18 09/07/2023",fespecializadas,INVOKANA,farmacias especializadas,Mexico,invokana ,100.0,mg,tableta,30
10522,invokana 300mg tab caja con 30,1570.40,"02:26:18 09/07/2023",fespecializadas,INVOKANA,farmacias especializadas,Mexico,invokana ,300.0,mg,tableta,30
10523,invokana duo 1501000mg tab caja con 60,1690.92,"02:26:18 09/07/2023",fespecializadas,INVOKANA,farmacias especializadas,Mexico,invokana duo ,1501000.0,mg,tableta,60
10524,invokana duo 150850mg tab caja con 60,1690.92,"02:26:18 09/07/2023",fespecializadas,INVOKANA,farmacias especializadas,Mexico,invokana duo ,150850.0,mg,tableta,60
10525,invokana 300mg 30 tabs,1604.00,"02:26:31 09/07/2023",farmacon,INVOKANA,farmacon,Mexico,invokana ,300.0,mg,tableta,30
10526,invokana 100mg 30 tabs,1588.00,"02:26:31 09/07/2023",farmacon,INVOKANA,farmacon,Mexico,invokana ,100.0,mg,tableta,30
10527,invokana  invokana duo 150mg1000mg 60 tabletas.,1739.21,"02:27:10 09/07/2023",fguadalajara,INVOKANA,farmacias guadalajara,Mexico,invokana  invokana duo ,1000.0,mg,tableta,60
10528,invokana  invokana duo 150mg850mg 60 tabletas.,1739.21,"02:27:10 09/07/2023",fguadalajara,INVOKANA,farmacias guadalajara,Mexico,invokana  invokana duo ,850.0,mg,tableta,60
10529,invokana  invokana 300 mg 30 tabletas.,1534.60,"02:27:10 09/07/2023",fguadalajara,INVOKANA,farmacias guadalajara,Mexico,invokana  invokana ,300.0,mg,tableta,30
10530,invokana  invokana 100 mg 30 tabletas.,1473.21,"02:27:10 09/07/2023",fguadalajara,INVOKANA,farmacias guadalajara,Mexico,invokana  invokana ,100.0,mg,tableta,30
10531,invokana duo 150 mg  850 mg caja con 60 tabletas,1644.00,"02:27:34 09/07/2023",farmalisto_mx,INVOKANA DUO,farmalisto méxico,Mexico,invokana duo ,150.0,mg,tableta,60
10532,invokana duo 150 mg  1000 mg caja con 60 tabletas,1649.00,"02:27:34 09/07/2023",farmalisto_mx,INVOKANA DUO,farmalisto méxico,Mexico,invokana duo ,150.0,mg,tableta,60
10533,invokana duo 60 tabletas frasco hemihidrato de canagliflozina 150 mg metformina 850 mg,1737.00,"02:27:51 09/07/2023",fsanpablo,INVOKANA DUO,farmacias san pablo,Mexico,invokana duo ,150.0,mg,tableta,60
10534,invokana duo 60 tabletas frasco hemihidrato de canagliflozina 150 mg metformina 1000 mg,1737.00,"02:27:51 09/07/2023",fsanpablo,INVOKANA DUO,farmacias san pablo,Mexico,invokana duo ,150.0,mg,tableta,60
10535,trexen duo 7 ovulo caja clindamicina 100 mg ketoconazol 400 mg,477.00,"02:27:51 09/07/2023",fsanpablo,INVOKANA DUO,farmacias san pablo,Mexico,trexen duo ,100.0,mg,,7
10536,ampliron duo 14 comprimidos caja amoxicilina 875 mg clavulanato de potasio 125 mg,541.00,"02:27:51 09/07/2023",fsanpablo,INVOKANA DUO,farmacias san pablo,Mexico,ampliron duo ,875.0,mg,tableta,14
10537,trayenta duo 60 tableta caja linagliptina 2.5 mg metformina 850 mg,1666.00,"02:27:51 09/07/2023",fsanpablo,INVOKANA DUO,farmacias san pablo,Mexico,trayenta duo ,2.5,mg,tableta,60
10538,invokana duo 1501000mg tab caja con 60,1690.92,"02:27:58 09/07/2023",fespecializadas,INVOKANA DUO,farmacias especializadas,Mexico,invokana duo ,1501000.0,mg,tableta,60
10539,invokana duo 150850mg tab caja con 60,1690.92,"02:27:58 09/07/2023",fespecializadas,INVOKANA DUO,farmacias especializadas,Mexico,invokana duo ,150850.0,mg,tableta,60
10540,invokana  invokana duo 150mg1000mg 60 tabletas.,1739.21,"02:28:53 09/07/2023",fguadalajara,INVOKANA DUO,farmacias guadalajara,Mexico,invokana  invokana duo ,1000.0,mg,tableta,60
10541,invokana  invokana duo 150mg850mg 60 tabletas.,1739.21,"02:28:53 09/07/2023",fguadalajara,INVOKANA DUO,farmacias guadalajara,Mexico,invokana  invokana duo ,850.0,mg,tableta,60
10542,prezcobix 800  150 mg caj tab caja con 30,9109.94,"02:29:41 09/07/2023",fespecializadas,PREZCOBIX,farmacias especializadas,Mexico,prezcobix ,150.0,mg,tableta,800
10543,simponi 50 mg caja con 1 pluma precargada con 0.5 ml  rx3,29970.00,"02:31:11 09/07/2023",farmalisto_mx,SIMPONI,farmalisto méxico,Mexico,simponi ,50.0,mg,,1
10544,simponi golimumab 100 mg  1 ml caja c1 pluma monodosis prellenada rx3,31750.00,"02:31:11 09/07/2023",farmalisto_mx,SIMPONI,farmalisto méxico,Mexico,simponi golimumab ,100.0,mg,,1
10545,simponi 60 ml inyeccion caja golimumab 50 mg,31768.00,"02:31:31 09/07/2023",fsanpablo,SIMPONI,farmacias san pablo,Mexico,simponi ,60.0,ml,inyeccion,
10546,simponi pluma precargada de solucion inyectable 1 pieza caja golimumab 100 mg,31768.00,"02:31:31 09/07/2023",fsanpablo,SIMPONI,farmacias san pablo,Mexico,simponi pluma precargada de solucion inyectable ,100.0,mg,tableta,1
10547,simponi 100 mg 1 .0 ml 1 plp 1.0 ml,31768.26,"02:31:37 09/07/2023",fespecializadas,SIMPONI,farmacias especializadas,Mexico,simponi ,100.0,mg,,1
10548,simponi 50mg0.5ml jgp caja con 1,31768.26,"02:31:37 09/07/2023",fespecializadas,SIMPONI,farmacias especializadas,Mexico,simponi ,0.5,ml,,1
10549,stelara solucion inyectable 45 mg caja con 1 frasco ampula de 0.5 ml  rx3,88999.00,"02:34:42 09/07/2023",farmalisto_mx,STELARA,farmalisto méxico,Mexico,stelara solucion inyectable ,45.0,mg,tableta,1
10550,stelara 45 mg0.5ml caja con jeringa prellenada con 0.5ml  rx3,89124.00,"02:34:42 09/07/2023",farmalisto_mx,STELARA,farmalisto méxico,Mexico,stelara ,0.5,ml,,3
10551,stelara 90 mg1 ml caja con jeringa prellenada con 1 ml  rx3,88999.00,"02:34:42 09/07/2023",farmalisto_mx,STELARA,farmalisto méxico,Mexico,stelara ,1.0,ml,,3
10552,stelara inyeccion 1 pieza frasco ampula ustekinumab 45 mg,89124.50,"02:34:53 09/07/2023",fsanpablo,STELARA,farmacias san pablo,Mexico,stelara inyeccion ,45.0,mg,inyeccion,1
10553,stelara 45 mg jgp caja con 1,89124.99,"02:35:03 09/07/2023",fespecializadas,STELARA,farmacias especializadas,Mexico,stelara ,45.0,mg,,1
10554,stelara 90 mg  1 ml caj jgp caja con 1,89124.99,"02:35:03 09/07/2023",fespecializadas,STELARA,farmacias especializadas,Mexico,stelara ,90.0,mg,,1
10555,stelara iv 130 mg  26 ml 1 fam,89124.99,"02:35:03 09/07/2023",fespecializadas,STELARA,farmacias especializadas,Mexico,stelara iv ,130.0,mg,,1
10556,erleada 60 mg caja con 120 tabletas,108111.59,"02:36:01 09/07/2023",farmalisto_mx,ERLEADA,farmalisto méxico,Mexico,erleada ,60.0,mg,tableta,120
10557,erleada 60 mg tab caja con 120,108131.59,"02:36:25 09/07/2023",fespecializadas,ERLEADA,farmacias especializadas,Mexico,erleada ,60.0,mg,tableta,120
10558,kitten  comedero elevado kitten varios colores 1 pz.,90.00,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,kitten  comedero elevado kitten varios colores ,,,tableta,1
10559,alin  alin 0.75 mg 30 tabletas.,84.21,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,alin  alin ,0.75,mg,tableta,30
10560,alin  alin 0.5 mg 30 tabletas.,74.37,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,alin  alin ,0.5,mg,tableta,30
10561,alin  alin 8 mg2ml solucion inyectable ampolleta 2 ml.,64.34,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,alin  alin ,2.0,ml,tableta,
10562,simbrinza  simbrinza 10.2 suspension oftalmica 5 ml.,1104.05,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,simbrinza  simbrinza ,5.0,ml,suspension,1
10563,alin  alin oftalmico 0.90mg3.50mg 5 ml.,73.39,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,alin  alin oftalmico ,3.5,mg,,
10564,alin  alin nasal solucion 20 ml.,143.09,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,alin  alin nasal solucion ,20.0,ml,solucion,
10565,always  toallas always suave noches tranquilas 8 pzas.,19.50,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,always  toallas always suave noches tranquilas ,,,,8
10566,mum  antitranspirante y desodorante mum mystic bolita 60 gr.,27.50,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,mum  antitranspirante y desodorante mum mystic bolita ,,,,60
10567,trojan  trojan condon piel desnuda puntos de placer 9 pzas.,145.51,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,trojan  trojan condon piel desnuda puntos de placer ,,,,9
10568,mum  antitranspirante y desodorante mum floral bolita 60 gr.,27.50,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,mum  antitranspirante y desodorante mum floral bolita ,,,,60
10569,colgate  cepillo dental colgate zig zag infusion de carbon 1 pz.,19.90,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,colgate  cepillo dental colgate zig zag infusion de carbon ,,,,1
10570,avene  protector solar avene intense protect fps50 150 ml.,495.51,"02:37:16 09/07/2023",fguadalajara,ERLEADA,farmacias guadalajara,Mexico,avene  protector solar avene intense protect fps,150.0,ml,solucion,50
10571,tremfya 100 mg  1ml jgp caja con 1,62164.82,"02:38:05 09/07/2023",fespecializadas,TREMFYA,farmacias especializadas,Mexico,tremfya ,100.0,mg,,1
10572,tremfya 100 mgml sol iny pluma caja con 1,66516.36,"02:38:05 09/07/2023",fespecializadas,TREMFYA,farmacias especializadas,Mexico,tremfya ,,,solucion,1
10573,zuxtana dispersable 32mg tab caja con 56,59209.49,"02:39:50 09/07/2023",fespecializadas,ZUXTANA,farmacias especializadas,Mexico,zuxtana dispersable ,32.0,mg,tableta,56
11146,rivotril 2mg 30 comp,862.00,"04:18:09 09/07/2023",farmacon,VYVANSE,farmacon,Mexico,rivotril ,2.0,mg,tableta,30
10574,zependo 28 tabletas caja macitentan 10 mg,79823.00,"02:41:40 09/07/2023",fsanpablo,ZEPENDO-OPSUMIT,farmacias san pablo,Mexico,zependo ,10.0,mg,tableta,28
10575,uptravi 1000 mcg caj tab caja con 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,1000
10576,uptravi 1200 mcg caj tab c 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,1200
10577,uptravi 1400 mcg caj tab caja con 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,1400
10578,uptravi 1600 mcg caj tab caja con 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,1600
10579,uptravi 200 mcg caja tab c 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,200
10580,uptravi 200 mcg caja tab caja con 140,109197.41,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,200
10581,uptravi 400 mcg caja tab c 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,400
10582,uptravi 600 mcg caj tab caja con 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,600
10583,uptravi 800 mcg caj tab caja con 60,75308.72,"02:43:34 09/07/2023",fespecializadas,UPTRAVI,farmacias especializadas,Mexico,uptravi ,,,tableta,800
10584,brintellix 15mg con 14 tabletas,1300.00,"02:44:41 09/07/2023",farmalisto_mx,BRINTELLIX,farmalisto méxico,Mexico,brintellix ,15.0,mg,tableta,14
10585,brintellix 10 mg caja con 28 tabletas,1755.00,"02:44:41 09/07/2023",farmalisto_mx,BRINTELLIX,farmalisto méxico,Mexico,brintellix ,10.0,mg,tableta,28
10586,brintellix 10 mg caja 14 tabletas,1030.00,"02:44:41 09/07/2023",farmalisto_mx,BRINTELLIX,farmalisto méxico,Mexico,brintellix ,10.0,mg,tableta,14
10587,brintellix 20 mg caja con 14 comprimidos,1604.00,"02:44:41 09/07/2023",farmalisto_mx,BRINTELLIX,farmalisto méxico,Mexico,brintellix ,20.0,mg,tableta,14
10588,brintellix 5 mg caja con 14 tabletas,863.50,"02:44:41 09/07/2023",farmalisto_mx,BRINTELLIX,farmalisto méxico,Mexico,brintellix ,5.0,mg,tableta,14
10589,brintellix 28 tabletas caja vortioxetina 10 mg,1740.00,"02:44:52 09/07/2023",fsanpablo,BRINTELLIX,farmacias san pablo,Mexico,brintellix ,10.0,mg,tableta,28
10590,brintellix 14 tabletas caja vortioxetina 10 mg,1094.00,"02:44:52 09/07/2023",fsanpablo,BRINTELLIX,farmacias san pablo,Mexico,brintellix ,10.0,mg,tableta,14
10591,brintellix 28 z96 tableta caja vortioxetina 15.0 mg,1849.00,"02:44:52 09/07/2023",fsanpablo,BRINTELLIX,farmacias san pablo,Mexico,brintellix ,15.0,mg,tableta,28
10592,brintellix 28 z96 tableta caja vortioxetina 20.0 mg,2356.50,"02:44:52 09/07/2023",fsanpablo,BRINTELLIX,farmacias san pablo,Mexico,brintellix ,20.0,mg,tableta,28
10593,brintellix recubierta oral 14 tabletas caja vortioxetina 20 mg,1478.00,"02:44:52 09/07/2023",fsanpablo,BRINTELLIX,farmacias san pablo,Mexico,brintellix recubierta oral ,20.0,mg,tableta,14
10594,brintellix 10mg tab caja con 14,1071.44,"02:44:58 09/07/2023",fespecializadas,BRINTELLIX,farmacias especializadas,Mexico,brintellix ,10.0,mg,tableta,14
10595,brintellix 10mg tab caja con 28,1744.06,"02:44:58 09/07/2023",fespecializadas,BRINTELLIX,farmacias especializadas,Mexico,brintellix ,10.0,mg,tableta,28
10596,brintellix 20 mg tab caja con 14,1561.48,"02:44:58 09/07/2023",fespecializadas,BRINTELLIX,farmacias especializadas,Mexico,brintellix ,20.0,mg,tableta,14
10597,brintellix 10mg 14 tabs,975.00,"02:45:14 09/07/2023",farmacon,BRINTELLIX,farmacon,Mexico,brintellix ,10.0,mg,tableta,14
10598,brintellix 10mg 28 tabs,1775.00,"02:45:14 09/07/2023",farmacon,BRINTELLIX,farmacon,Mexico,brintellix ,10.0,mg,tableta,28
10599,brimex biomep 200mg c25compr,130.00,"02:45:14 09/07/2023",farmacon,BRINTELLIX,farmacon,Mexico,brimex biomep ,200.0,mg,tableta,
10600,brintellix  brintellix 10 mg 28 tabletas.,1551.69,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,10.0,mg,tableta,28
10601,brintellix  brintellix 10 mg 14 tabletas.,901.93,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,10.0,mg,tableta,14
10602,brintellix  brintellix 20 mg 14 tabletas.,1404.32,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,20.0,mg,tableta,14
10603,brintellix  brintellix 15mg 14 tabletas,1141.80,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,15.0,mg,tableta,14
10604,brintellix  brintellix 15 mg 28 tabletas.,1519.52,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,15.0,mg,tableta,28
10605,brintellix  brintellix 20 mg 28 tabletas.,1711.71,"02:45:57 09/07/2023",fguadalajara,BRINTELLIX,farmacias guadalajara,Mexico,brintellix  brintellix ,20.0,mg,tableta,28
10606,arcoxia 120 mg caja con 7 comprimidos,967.63,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,120.0,mg,tableta,7
10607,arcoxia 60 mg caja con 7 comprimidos,794.00,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,60.0,mg,tableta,7
10608,arcoxia 90 mg caja con 7 comprimidos,762.00,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,90.0,mg,tableta,7
10609,arcoxia 90 mg caja con 14 comprimidos,1353.00,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,90.0,mg,tableta,14
10610,arcoxia 60 mg caja con 28 comprimidos,1702.00,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,60.0,mg,tableta,28
10611,arcoxia 90 mg caja con 28 comprimidos,1827.00,"02:46:25 09/07/2023",farmalisto_mx,ARCOXIA,farmalisto méxico,Mexico,arcoxia ,90.0,mg,tableta,28
10612,arcoxia 14 comprimidos caja etoricoxib 90 mg,1514.00,"02:46:45 09/07/2023",fsanpablo,ARCOXIA,farmacias san pablo,Mexico,arcoxia ,90.0,mg,tableta,14
10613,arcoxia 28 comprimidos caja etoricoxib 90 mg,2028.00,"02:46:45 09/07/2023",fsanpablo,ARCOXIA,farmacias san pablo,Mexico,arcoxia ,90.0,mg,tableta,28
10614,arcoxia 7 comprimidos caja etoricoxib 120 mg,1003.00,"02:46:45 09/07/2023",fsanpablo,ARCOXIA,farmacias san pablo,Mexico,arcoxia ,120.0,mg,tableta,7
10615,arcoxia 7 comprimidos caja etoricoxib 90 mg,848.00,"02:46:45 09/07/2023",fsanpablo,ARCOXIA,farmacias san pablo,Mexico,arcoxia ,90.0,mg,tableta,7
10616,arcoxia 7 comprimidos caja etoricoxib 60 mg,848.00,"02:46:45 09/07/2023",fsanpablo,ARCOXIA,farmacias san pablo,Mexico,arcoxia ,60.0,mg,tableta,7
