"id","producto","precio","hora_consulta","farmacia_corto","busqueda","farmacia","pais","product_name","quantity","unit","presentacion","num_prod"
15796,olsar h 40 mg  25 mg com rev ct bl alal x 10,73.76,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olsar h,40.0,mg,tableta,10
15797,olsar h 40 mg  25 mg com rev ct bl alal x 30,221.29,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olsar h,40.0,mg,tableta,30
15798,losartana potassicahidroclorotiazida 50 mg  125 mg com rev ct bl al plas opc x 30,121.22,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassicahidroclorotiazida,50.0,mg,tableta,30
15799,candesartana cilexetilahidroclorotiazida 16 mg  125 mg com ct bl al al x 30,281.27,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,30
15800,valsartanahidroclorotiazidabesilato de anlodipino 160001250500 mg com rev ct bl al al x 28,353.20,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,160001250500,mg,tableta,28
15801,valsartanahidroclorotiazidabesilato de anlodipino 160002500500 mg com rev ct bl al al x 28,353.20,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,160002500500,mg,tableta,28
15802,valsartanahidroclorotiazidabesilato de anlodipino 3200025001000 mg com rev ct bl al al x 28,415.89,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,3200025001000,mg,tableta,28
15803,diovan hct 80001250 mg com rev ct bl al al x 28,412.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,80001250,mg,tableta,28
15804,diovan hct 160001250 mg com rev ct bl al al x 14,214.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,160001250,mg,tableta,14
15805,diovan hct 160001250 mg com rev ct bl al al x 28,412.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,160001250,mg,tableta,28
15806,diovan hct 160002500 mg com rev ct bl al al x 28,474.91,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,160002500,mg,tableta,28
15807,diovan hct 320001250 mg com rev ct bl al al x 14,206.41,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,320001250,mg,tableta,14
15808,diovan hct 320001250 mg com rev ct bl al al x 28,412.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,320001250,mg,tableta,28
15809,diovan hct 320002500 mg com rev ct bl al al x 28,474.91,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diovan hct,320002500,mg,tableta,28
15810,exforge hct 160001250500 mg com rev ct bl al al x 14,260.52,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,160001250500,mg,tableta,14
15811,exforge hct 160001250500 mg com rev ct bl al al x 28,543.58,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,160001250500,mg,tableta,28
15812,exforge hct 1600012501000 mg com rev ct bl al al x 28,639.75,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,1600012501000,mg,tableta,28
15813,exforge hct 160002500500 mg com rev ct bl al al x 28,543.58,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,160002500500,mg,tableta,28
15814,exforge hct 1600025001000 mg com rev ct bl al al x 28,639.75,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,1600025001000,mg,tableta,28
15815,exforge hct 3200025001000 mg com rev ct bl al al x 14,306.67,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,3200025001000,mg,tableta,14
15816,exforge hct 3200025001000 mg com rev ct bl al al x 28,639.75,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,exforge hct,3200025001000,mg,tableta,28
15817,biconcor 25  625 mg com rev ct fr plas pead opc x 30,306.98,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,biconcor,625.0,mg,tableta,25
15818,biconcor 50  625 mg com rev ct fr plas pead opc x 30,399.29,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,biconcor,625.0,mg,tableta,50
15819,biconcor 10 mg  625 mg com rev ct fr plas opc x 30,404.63,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,biconcor,10.0,mg,tableta,30
15820,biconcor 25  625 mg com rev ct bl al al x 30,306.98,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,biconcor,625.0,mg,tableta,25
15821,biconcor 50  625 mg com rev ct bl al al x 30,399.29,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,biconcor,625.0,mg,tableta,50
15822,concor hct 50  125 mg com rev ct bl al al x 30,399.29,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,concor hct,125.0,mg,tableta,50
15823,concor hct 100  250 mg com rev ct bl al al x 30,404.63,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,concor hct,250.0,mg,tableta,100
15824,candessa hct 8 mg  125 mg com ct bl al plas opc x 30,547.52,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candessa hct,8.0,mg,tableta,30
15825,candessa hct 16 mg  125 mg com ct bl al plas opc x 20,379.41,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candessa hct,16.0,mg,tableta,20
15826,candessa hct 16 mg  125 mg com ct bl al plas opc x 30,569.01,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candessa hct,16.0,mg,tableta,30
15827,vascase plus 5 mg  125 mg com rev ct bl alal  x 28,655.90,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,vascase plus,5.0,mg,tableta,28
15828,maleato de enalapril  hidroclorotiazida 10 mg  25 mg com ct bl al al x 30,159.31,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,10.0,mg,tableta,30
15829,cloridrato de amilorida  hidroclorotiazida 5 mg  50 mg com ct bl al plas leitoso x 30,64.97,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,cloridrato de amilorida  hidroclorotiazida,5.0,mg,tableta,30
15830,cloridrato de amilorida  hidroclorotiazida 25 mg  25 mg com ct bl al plas opc x 30,38.87,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,cloridrato de amilorida  hidroclorotiazida,25.0,mg,tableta,30
15831,maleato de enalapril  hidroclorotiazida 20 mg  125 mg com ct bl al al x 30,271.74,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,20.0,mg,tableta,30
15832,losartana potassica  hidroclorotiazida 100 mg  25 mg com rev ct bl al plas opc x 30,414.80,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,100.0,mg,tableta,30
15833,losartana potassica  hidroclorotiazida 50 mg  125 mg com rev ct bl al plas opc x 30,262.56,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,50.0,mg,tableta,30
15834,hidroclorotiazida 25 mg com ct bl al plas opc x 30,26.45,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30
15835,hidroclorotiazida 50 mg com ct bl al plas opc x 20,27.23,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,50.0,mg,tableta,20
15836,valsartanahidroclorotiazida 80 mg  125 mg com rev ct bl al al x 30,410.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,80.0,mg,tableta,30
15837,valsartanahidroclorotiazida 320 mg  25 mg com rev ct bl al al x 30,472.77,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,320.0,mg,tableta,30
15838,valsartanahidroclorotiazida 160 mg  25 mg com rev ct bl al al x 30,472.77,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,160.0,mg,tableta,30
15839,valsartanahidroclorotiazida 160 mg  125 mg com rev ct bl al al x 30,410.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,160.0,mg,tableta,30
15840,valsartanahidroclorotiazida 320 mg  125 mg com rev ct bl al al x 30,410.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,320.0,mg,tableta,30
15841,candesartana cilexetilahidroclorotiazida 8 mg  125 mg com ct bl al plas opc x 30,362.03,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,8.0,mg,tableta,30
15842,candesartana cilexetilahidroclorotiazida 16 mg  125 mg  com ct bl al plas opc x 30,377.05,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,30
15843,telmisartanahidroclorotiazida 400  125 mg com ct bl al al x 30,398.12,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartanahidroclorotiazida,125.0,mg,tableta,400
15844,telmisartanahidroclorotiazida 800  125 mg com ct bl al al x 30,444.42,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartanahidroclorotiazida,125.0,mg,tableta,800
15845,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 10,56.25,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20
15846,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 20,112.53,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20
15847,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 30,168.78,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20
15848,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 60,337.45,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20
15849,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 10,64.13,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40
15850,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 20,128.18,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40
15851,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 30,192.34,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40
16640,fibnib 150 mg tira de 10 capsulas,185.08,"17:10:45 20/07/2023",pharmeasy,ibrutinib,pharmeasy,India,fibnib,150.0,mg,capsula,10
15852,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 60,384.51,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40
15853,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 10,64.13,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40
15854,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 20,128.15,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40
15855,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 30,192.27,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40
15856,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 60,384.41,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40
15857,olmedix hct 20  125 mg com rev ct bl al al x 10,85.20,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,20
15858,olmedix hct 20  125 mg com rev ct bl al al x 20,170.50,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,20
15859,olmedix hct 20  125 mg com rev ct bl al al x 30,255.73,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,20
16699,gleevec,9854.91,"17:19:54 20/07/2023",pchecker,imatinib,canadianprescriptiondrugstore.com/,Canada,gleevec,400.0,mg,QTY,90
15860,olmedix hct 20  125 mg com rev ct bl al al x 60,511.43,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,20
15861,olmedix hct 40  125 mg com rev ct bl al al x 10,96.63,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,40
15862,olmedix hct 40  125 mg com rev ct bl al al x 20,193.29,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,40
15863,olmedix hct 40  125 mg com rev ct bl al al x 30,289.82,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,40
15864,olmedix hct 40  125 mg com rev ct bl al al x 60,579.74,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,125.0,mg,tableta,40
15865,olmedix hct 40  25 mg com rev ct bl al al x 10,95.26,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,25.0,mg,tableta,40
15866,olmedix hct 40  25 mg com rev ct bl al al x 20,190.69,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,25.0,mg,tableta,40
15867,olmedix hct 40  25 mg com rev ct bl al al x 30,285.95,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,25.0,mg,tableta,40
15868,olmedix hct 40  25 mg com rev ct bl al al x 60,571.68,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmedix hct,25.0,mg,tableta,40
15869,micardis hct 40 mg  125 mg com ct bl alal x 14,313.07,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,micardis hct,40.0,mg,tableta,14
15870,micardis hct 80 mg  125 mg com ct bl alal x 14,360.70,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,micardis hct,80.0,mg,tableta,14
15871,micardis hct 80 mg  25 mg com ct bl alal x 30,683.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,micardis hct,80.0,mg,tableta,30
15872,micardis hct 40 mg  125 mg com ct bl alal x 30,612.52,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,micardis hct,40.0,mg,tableta,30
15873,micardis hct 80 mg  125 mg com ct bl alal x 30,683.86,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,micardis hct,80.0,mg,tableta,30
15874,diurix 25 mg com ct bl al plas trans x 20,22.27,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diurix,25.0,mg,tableta,20
15875,diurix 25 mg com ct bl al plas trans x 30,33.42,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diurix,25.0,mg,tableta,30
15876,diurix 50 mg com ct bl al plas trans x 30,38.80,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,diurix,50.0,mg,tableta,30
15877,copressotec 20 mg  1250 mg com ct env al poliet x 30,216.44,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,copressotec,20.0,mg,tableta,30
15878,copressotec 10 mg  25 mg com ct env al poliet x 30,139.02,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,copressotec,10.0,mg,tableta,30
15879,hidroclorotiazida 25 mg com ct bl al plas inc x 30,26.59,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30
15880,hidroclorotiazida 50 mg com ct bl al plas inc x 30,41.44,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,50.0,mg,tableta,30
15881,maleato de enalapril  hidroclorotiazida 20 mg  1250 mg com ct env al poliet x 30,162.02,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,20.0,mg,tableta,30
15882,maleato de enalapril  hidroclorotiazida 10 mg  25 mg com ct env al poliet x 30,106.51,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,10.0,mg,tableta,30
15883,losartana potassica  hidroclorotiazida 500  125 mg com rev ct bl al plas pvcpvdc trans x 30,137.33,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,125.0,mg,tableta,500
15884,losartana potassica  hidroclorotiazida 1000  250 mg com rev ct bl al plas pvcpvdc trans x 30,215.28,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,250.0,mg,tableta,1000
15885,asea hct 20 mg  125 mg com rev ct bl alal x 10,79.60,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,20.0,mg,tableta,10
15886,asea hct 20 mg  125 mg com rev ct bl alal x 30,259.57,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,20.0,mg,tableta,30
15887,asea hct 40 mg  125 mg com rev ct bl alal x 10,90.58,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,40.0,mg,tableta,10
15888,asea hct 40 mg  125 mg com rev ct bl alal x 30,410.33,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,40.0,mg,tableta,30
15889,asea hct 40 mg  25 mg com rev ct bl alal x 10,90.58,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,40.0,mg,tableta,10
15890,asea hct 40 mg  25 mg com rev ct bl alal x 30,295.76,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,asea hct,40.0,mg,tableta,30
15891,ancloric 5 mg  50 mg com ct bl al plas inc x 30,65.57,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,ancloric,5.0,mg,tableta,30
15892,benicar hct 20 mg  125 mg com rev ct bl alal x 30,259.57,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar hct,20.0,mg,tableta,30
15893,benicar hct 40 mg  125 mg com rev ct bl alal x 30,295.76,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar hct,40.0,mg,tableta,30
15894,benicar hct 40 mg  25 mg com rev ct bl alal x 30,295.76,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar hct,40.0,mg,tableta,30
15895,benicar hct 20 mg  125 mg com rev ct bl alal x 7,60.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar hct,20.0,mg,tableta,7
15896,benicar hct 40 mg  125 mg com rev ct  bl alal x 7,69.02,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar hct,40.0,mg,tableta,7
15897,benicar triplo 200  125  50 mg com rev ct bl al al x 7,97.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,50.0,mg,tableta,200
15898,benicar triplo 200  125  50 mg com rev ct bl al al x 30,418.49,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,50.0,mg,tableta,200
15899,benicar triplo 400  125  50 mg com rev ct bl al al x 7,112.18,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,50.0,mg,tableta,400
15900,benicar triplo 400  125  50 mg com rev ct bl al al x 30,480.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,50.0,mg,tableta,400
15901,benicar triplo 400  250  100 mg com rev ct bl al al x 7,120.94,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,100.0,mg,tableta,400
15902,benicar triplo 400  250  100 mg com rev ct bl al al x 30,518.39,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,benicar triplo,100.0,mg,tableta,400
15903,hidroclorotiazida 25 mg com ct bl al plas pvc trans x 30,14.84,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30
15904,torlos h 50 mg  125 mg com rev ct bl alal x 14,109.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,torlos h,50.0,mg,tableta,14
15905,torlos h 50 mg  125 mg com rev ct bl alal x 30,211.16,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,torlos h,50.0,mg,tableta,30
15906,valsartana  hidroclorotiazida 80  125 com rev ct bl alal x 30,410.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,"",tableta,80
15907,valsartana  hidroclorotiazida 160  125 com rev ct bl alal x 30,410.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,"",tableta,160
15908,valsartana  hidroclorotiazida 160 mg  25 mg com rev ct bl alal x 30,472.49,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,160.0,mg,tableta,30
15909,valsartana  hidroclorotiazida 320  125 com rev ct bl alal x 30,410.61,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,"",tableta,320
15910,valsartana  hidroclorotiazida 320  25 com rev ct bl alal x 30,472.49,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,"",tableta,320
15911,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 14,194.67,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400
15912,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 28,389.33,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400
15913,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 30,417.15,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400
15914,telmisartana  hidroclorotiazida 800  125 mg com ct bl al al x 14,220.98,"17:03:45 20/07/2023",avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,800
