id,producto,precio,hora_consulta,farmacia_corto,busqueda,farmacia,pais,product_name,quantity,unit,presentacion,num_prod,atc,coincidencia
16377,covalsareta f.c.tab 320125mgtab bt x 28 en pvcpepvdcaluminio blister en pvcpepvdcaluminio blister,199.05,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,covalsareta f.c.tab,320125.0,mg,tableta,28.0,C03,0
16378,covalsareta f.c.tab 32025mgtab bt x 28 en pvcpepvdcaluminio blister en pvcpepvdcaluminio blister,204.69,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,covalsareta f.c.tab,32025.0,mg,tableta,28.0,C03,0
16379,covalsareta f.c.tab 80125mgtab bt x 28 blisters pvcpepvdcal blisters pvcpepvdcal,85.15,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,covalsareta f.c.tab,80125.0,mg,tableta,28.0,C03,0
16380,ifirmacombi f.c.tab 15012.5mgtab bt x 28 comprimidos en blister opaalupvcalu,84.21,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,ifirmacombi f.c.tab,5.0,mg,tableta,28.0,C03,0
16381,ifirmacombi f.c.tab 30012.5mgtab bt x 28 comprimidos en blister opaalupvcalu,100.37,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,ifirmacombi f.c.tab,5.0,mg,tableta,28.0,C03,0
16382,ifirmacombi f.c.tab 30025mgtab bt x 28 comprimidos en blister opaalupvcalu,103.57,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,ifirmacombi f.c.tab,30025.0,mg,tableta,28.0,C03,0
16383,olelom hct f.c.tab 2012.5mgtab bt x 28 tabs en blister opaalpvcal,105.63,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olelom hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16384,olelom hct f.c.tab 2025mgtab bt x 28 tabs en blister opaalpvcal,105.63,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olelom hct f.c.tab,2025.0,mg,tableta,28.0,C03,0
16385,olelom hct f.c.tab 4012.5mgtab bt x 28 tabs en blister opaalpvcal,108.83,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olelom hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16386,olelom hct f.c.tab 4025mgtab bt x 28 tabs en blister opaalpvcal,112.59,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olelom hct f.c.tab,4025.0,mg,tableta,28.0,C03,0
16387,polaplom hct f.c.tab 20512.5mgtab btx28 tabs en blisters opaalupvcalu,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,polaplom hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16388,polaplom hct f.c.tab 401012.5mgtab btx28 tabs en blisters opaalupvcalu,206.76,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,polaplom hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16389,polaplom hct f.c.tab 401025mgtab btx28 tabs en blisters opaalupvcalu,210.33,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,polaplom hct f.c.tab,401025.0,mg,tableta,28.0,C03,0
16390,polaplom hct f.c.tab 40512.5mgtab btx28 comprimidos en blisters opaalupvcalu,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,polaplom hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16391,polaplom hct f.c.tab 40525mgtab btx28 comprimidos en blisters opaalupvcalu,212.77,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,polaplom hct f.c.tab,40525.0,mg,tableta,28.0,C03,0
16392,sartafin plus f.c.tab 10025mgtab btx28 tabs blist 2x14 pvcpepvdcaloum. lamina blist 2x14 pvcpepvdcaloum. frustrar,132.14,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,sartafin plus f.c.tab,10025.0,mg,tableta,28.0,C03,0
16393,cibadrex f.c.tab 10125mgtab btx14 blist 1x14,74.06,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,cibadrex f.c.tab,10125.0,mg,tableta,14.0,C03,0
16394,cibadrex f.c.tab 2025mgtab btx14 blist 1x14,128.94,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,cibadrex f.c.tab,2025.0,mg,tableta,14.0,C03,0
16395,lortazil plus f.c.tab 5012.5mgtab bt x30blister 3x10,113.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lortazil plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16396,iperton tab 20125mgtab btx10blist1x10 pvcalumfoil pvcalumfoil,51.13,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,iperton tab,20125.0,mg,tableta,10.0,C03,0
16397,iperton tab 20125mgtab btx30 blist 3x10 pvcalumfoil pvcalumfoil,145.48,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,iperton tab,20125.0,mg,tableta,30.0,C03,0
16398,lortamed plusmedical pharmaquality f.c.tab 10025mgtab btx14 blist1x14,71.42,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lortamed plusmedical pharmaquality f.c.tab,10025.0,mg,tableta,14.0,C03,0
16399,lortamed plusmedical pharmaquality f.c.tab 5012.5mgtab btx20 blist2x10,70.86,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lortamed plusmedical pharmaquality f.c.tab,5.0,mg,tableta,20.0,C03,0
16400,complejo portal tab 20125mgtab btx10 blist 1x10,51.13,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,complejo portal tab,20125.0,mg,tableta,10.0,C03,0
16401,converide f.c.tab 15012.5mgtab btx30 pvcpvdcalu blister 3x10,90.97,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,converide f.c.tab,5.0,mg,tableta,30.0,C03,0
16402,converide f.c.tab 30012.5mgtab btx30 pvcpvdcalu blister 3x10,97.55,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,converide f.c.tab,5.0,mg,tableta,30.0,C03,0
16403,converide f.c.tab 30025mgtab btx30 pvcpvdcalu blister 3x10,93.98,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,converide f.c.tab,30025.0,mg,tableta,30.0,C03,0
16404,hypolocplus f.c.tab 512.5mgtab btx28,112.78,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,hypolocplus f.c.tab,5.0,mg,tableta,28.0,C03,0
16405,hypolocplus f.c.tab 525mgtab btx28,112.78,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,hypolocplus f.c.tab,525.0,mg,tableta,28.0,C03,0
16406,lobivonplus f.c.tab 512.5mgtab bt x 28,112.78,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lobivonplus f.c.tab,5.0,mg,tableta,28.0,C03,0
16407,lobivonplus f.c.tab 525mgtab bt x 28,112.78,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lobivonplus f.c.tab,525.0,mg,tableta,28.0,C03,0
16408,olartanplus f.c.tab 2012.5mgtab bt x 28 en blisters de aluminio en blisters de aluminio,162.59,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olartanplus f.c.tab,5.0,mg,tableta,28.0,C03,0
16409,olartanplus f.c.tab 2025mgtab bt x 28 en blisters aluminio en blisters aluminio,162.59,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olartanplus f.c.tab,2025.0,mg,tableta,28.0,C03,0
16410,olartanplus f.c.tab 4012.5mgtab bt x 28,171.8,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olartanplus f.c.tab,5.0,mg,tableta,28.0,C03,0
16411,olartanplus f.c.tab 4025mgtab bt x 28,172.74,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olartanplus f.c.tab,4025.0,mg,tableta,28.0,C03,0
16412,orizal plus f.c.tab 205125mgtab btx28 en blisters laminado poliamidaalupvcalu en blisters laminado poliamidaalupvcalu,322.16,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,orizal plus f.c.tab,205125.0,mg,tableta,28.0,C03,0
16413,orizal plus f.c.tab 4010125mgtab btx28 en blisters laminado poliamidaalupvcalu en blisters laminado poliamidaalupvcalu,317.47,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,orizal plus f.c.tab,4010125.0,mg,tableta,28.0,C03,0
16414,orizal plus f.c.tab 401025mgtab btx28 en blisters laminado poliamidaalupvcalu en blisters laminado poliamidaalupvcalu,323.67,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,orizal plus f.c.tab,401025.0,mg,tableta,28.0,C03,0
16415,orizal plus f.c.tab 405125mgtab btx28 en blisters laminado poliamidaalupvcalu en blisters laminado poliamidaalupvcalu,322.16,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,orizal plus f.c.tab,405125.0,mg,tableta,28.0,C03,0
16416,orizal plus f.c.tab 40525mgtab btx28 en blisters laminado poliamidaalupvcalu en blisters laminado poliamidaalupvcalu,327.24,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,orizal plus f.c.tab,40525.0,mg,tableta,28.0,C03,0
16417,zofeprilplus f.c.tab 3012.5mgtab btx28 blister 2x14 para grecia para grecia,194.16,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,zofeprilplus f.c.tab,5.0,mg,tableta,28.0,C03,0
16418,olmedipin plus f.c.tab 20512.5mgtab btx28 tabs en celulas alualu,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmedipin plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16419,olmedipin plus f.c.tab 401012.5mgtab btx28 tabs en celulas alualu,206.76,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmedipin plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16420,olmedipin plus f.c.tab 401025.0mgtab btx28 tabs en celulas alualu,210.33,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmedipin plus f.c.tab,0.0,mg,tableta,28.0,C03,0
16421,olmedipin plus f.c.tab 40512.5mgtab btx28 tabs en celulas alualu,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmedipin plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16422,olmedipin plus f.c.tab 40525.0mgtab btx28 tabs en celulas alualu,212.77,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmedipin plus f.c.tab,0.0,mg,tableta,28.0,C03,0
16423,codiovan f.c.tab 160125mgtab btx14 1x14 blist.pvcpvdc,92.66,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,codiovan f.c.tab,160125.0,mg,tableta,14.0,C03,0
16424,codiovan f.c.tab 16025mgtab btx14 1x14 blist. pvcpvdc blist pvcpvdc,72.74,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,codiovan f.c.tab,16025.0,mg,tableta,14.0,C03,0
16425,codiovan f.c.tab 320125mgtab btx14 tabs blist pvcpvdc blist pvcpvdc,153.19,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,codiovan f.c.tab,320125.0,mg,tableta,14.0,C03,0
16426,codiovan f.c.tab 32025mgtab vtx14 tabs blist pvcpvdc blist pvcpvdc,157.51,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,codiovan f.c.tab,32025.0,mg,tableta,14.0,C03,0
16427,codiovan f.c.tab 80125mgtab btx14 1x14 blist.pvcpvdc,65.79,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,codiovan f.c.tab,80125.0,mg,tableta,14.0,C03,0
16428,copalia hct f.c.tab 10160125mgtab btx28 en blisters pvcpvdc pvcpvdc,292.84,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,copalia hct f.c.tab,10160125.0,mg,tableta,28.0,C03,0
16429,copalia hct f.c.tab 1016025mgtab btx28 en blisters pvcpvdc pvcpvdc,297.17,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,copalia hct f.c.tab,1016025.0,mg,tableta,28.0,C03,0
16430,copalia hct f.c.tab 1032025mgtab btx28 en blisters pvcpvdc pvcpvdc,476.67,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,copalia hct f.c.tab,1032025.0,mg,tableta,28.0,C03,0
16431,copalia hct f.c.tab 516012.5mgtab btx28 en blisters pvcpvdc pvcpvdc,239.65,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,copalia hct f.c.tab,5.0,mg,tableta,28.0,C03,0
16432,copalia hct f.c.tab 516025mgtab btx28 en blisters pvcpvdc pvcpvdc,262.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,copalia hct f.c.tab,516025.0,mg,tableta,28.0,C03,0
16433,exforge hct f.c.tab 10160125mgtab btx28 en blisters pvcpvdc pvcpvdc,292.84,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,exforge hct f.c.tab,10160125.0,mg,tableta,28.0,C03,0
16434,exforge hct f.c.tab 1016025mgtab btx28 en blisters pvcpvdc pvcpvdc,297.17,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,exforge hct f.c.tab,1016025.0,mg,tableta,28.0,C03,0
16435,exforge hct f.c.tab 1032025mgtab btx28 en blisters pvcpvdc pvcpvdc,476.67,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,exforge hct f.c.tab,1032025.0,mg,tableta,28.0,C03,0
16436,exforge hct f.c.tab 5160125mgtab btx28 en blisters pvcpvdc pvcpvdc,239.65,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,exforge hct f.c.tab,5160125.0,mg,tableta,28.0,C03,0
16437,exforge hct f.c.tab 516025mgtab btx28 en blisters pvcpvdc pvcpvdc,262.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,exforge hct f.c.tab,516025.0,mg,tableta,28.0,C03,0
16438,accuretic f.c.tab 2012.5mgtab btx28 blist 2x14,101.12,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,accuretic f.c.tab,5.0,mg,tableta,28.0,C03,0
16439,losalet plus f.c.tab 10025mgtab btx30 blist 3x10,137.02,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losalet plus f.c.tab,10025.0,mg,tableta,30.0,C03,0
16440,losalet plus f.c.tab 50125mgtab btx30 blist 3x10,113.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losalet plus f.c.tab,50125.0,mg,tableta,30.0,C03,0
16441,losarb plus f.c.tab 10025mgtab btx30 blist 3x10,137.02,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losarb plus f.c.tab,10025.0,mg,tableta,30.0,C03,0
16442,losarb plus f.c.tab 50125mgtab btx30 blist 3x10,113.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losarb plus f.c.tab,50125.0,mg,tableta,30.0,C03,0
16443,comprelan plus f.c.tab 20512.5mgtab btx28 comprimidos en blister alal,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,comprelan plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16444,comprelan plus f.c.tab 401012.5mgtab btx28 comprimidos en blister alal,206.76,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,comprelan plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16445,comprelan plus f.c.tab 401025mgtab btx28 comprimidos en blister alal,210.33,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,comprelan plus f.c.tab,401025.0,mg,tableta,28.0,C03,0
16446,comprelan plus f.c.tab 40512.5mgtab btx28 comprimidos en blister alal,209.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,comprelan plus f.c.tab,5.0,mg,tableta,28.0,C03,0
16447,comprelan plus f.c.tab 40525mgtab btx28 comprimidos en blister alal,212.77,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,comprelan plus f.c.tab,40525.0,mg,tableta,28.0,C03,0
16448,corabolan f.c.tab 100125mgtab btx28 blist 2x14,99.81,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,corabolan f.c.tab,100125.0,mg,tableta,28.0,C03,0
16449,corabolan f.c.tab 10025mgtab btx28 blist 2x14,130.63,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,corabolan f.c.tab,10025.0,mg,tableta,28.0,C03,0
16450,lorenpresion tab 5025mgtab btx20 blist 2x10,67.29,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,lorenpresion tab,5025.0,mg,tableta,20.0,C03,0
16451,retorno tab 5025mgtab btx20blist 2x10,67.29,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,retorno tab,5025.0,mg,tableta,20.0,C03,0
16452,pestana siberiana 20125mgtab vtx30blist 3x10,143.04,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,pestana siberiana,20125.0,mg,tableta,30.0,C03,0
16453,maxartan f.c.tab 10025mgtab bt x 28 blist 2x14,130.63,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,maxartan f.c.tab,10025.0,mg,tableta,28.0,C03,0
16454,maxartan f.c.tab 5012.5mgtab bt x 28 blist 2x14,106.2,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,maxartan f.c.tab,5.0,mg,tableta,28.0,C03,0
16455,maxartan f.c.tab 5012.5mgtab bt x 28 blist 4x7,106.2,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,maxartan f.c.tab,5.0,mg,tableta,28.0,C03,0
16456,roverin plus f.c.tab 15012.5mgtab btx30 en pvcpvdcaluminio blisters,90.97,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,roverin plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16457,roverin plus f.c.tab 30012.5mgtab btx30 en pvcpvdcaluminio blisters,107.14,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,roverin plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16458,roverin plus f.c.tab 30025mgtab btx30 en pvcpvdcaluminio blisters,107.14,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,roverin plus f.c.tab,30025.0,mg,tableta,30.0,C03,0
16459,fyronexe plus tab 1612.5mgtab btx30 en blister de alal con desecante en blister de alal con desecante,100.37,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,fyronexe plus tab,5.0,mg,tableta,30.0,C03,0
16460,fyronexe plus tab 3212.5mgtab btx30 en blister alal con desecante en blister alal con desecante,181.01,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,fyronexe plus tab,5.0,mg,tableta,30.0,C03,0
16461,piramil plus tab 525mgtab btx20 blister alualu,80.45,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,piramil plus tab,525.0,mg,tableta,20.0,C03,0
16462,piramil plus tab 525 mgtab btx30 blister alualu,106.39,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,piramil plus tab,,mg,tableta,30.0,C03,0
16464,olmesartanhctzsandoz f.c.tab 2012.5mgtab btx30 tabs blister pvcpvdcal,116.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmesartanhctzsandoz f.c.tab,5.0,mg,tableta,30.0,C03,0
16465,olmesartanhctzsandoz f.c.tab 2025mgtab btx30 comprimidos blister pvcpvdcal,116.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmesartanhctzsandoz f.c.tab,2025.0,mg,tableta,30.0,C03,0
16466,olmesartanhctzsandoz f.c.tab 4012.5mgtab btx30 tabs blister pvcpvdcal,128.19,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmesartanhctzsandoz f.c.tab,5.0,mg,tableta,30.0,C03,0
16467,olmesartanhctzsandoz f.c.tab 4025mgtab btx30 comprimidos blister pvcpvdcal,128.19,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,olmesartanhctzsandoz f.c.tab,4025.0,mg,tableta,30.0,C03,0
16468,coaprovel f.c.tab 15012.5mgtab bt x 28 blister pvcpvdcalu 2 x 14,129.69,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,coaprovel f.c.tab,5.0,mg,tableta,28.0,C03,0
16469,coaprovel f.c.tab 30012.5mgtab bt x 28 blister pvcpvdcalu 2 x 14,154.32,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,coaprovel f.c.tab,5.0,mg,tableta,28.0,C03,0
16470,coaprovel f.c.tab 30025mgtab bt x 28 blister pvcpvdcalu 2 x 14,159.01,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,coaprovel f.c.tab,30025.0,mg,tableta,28.0,C03,0
16471,coaprovel tab 150125mgtab btx28blister 2x14,129.69,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,coaprovel tab,150125.0,mg,tableta,28.0,C03,0
16472,coaprovel tab 300125mgtab btx28blist2x14,154.32,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,coaprovel tab,300125.0,mg,tableta,28.0,C03,0
16473,karvezide f.c.tab 30025mgtab bt x 28 blist pvcpvdcalu 2x14 pvcpvdcalu 2x14,159.01,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,karvezide f.c.tab,30025.0,mg,tableta,28.0,C03,0
16474,karvezide tab 15012.5mgtab bt x 28 en blister pvcpvdcalu pvcpvdcalu,129.69,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,karvezide tab,5.0,mg,tableta,28.0,C03,0
16475,karvezide tab 30012.5mgtab bt x 28 en blister pvcpvdcalu pvcpvdcalu,154.32,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,karvezide tab,5.0,mg,tableta,28.0,C03,0
16476,triatec plus tab 525mgtab btx20 blist 2x10,123.68,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,triatec plus tab,525.0,mg,tableta,20.0,C03,0
16482,diuren tab 25mgtab bt x 20 blist 2x10,19.74,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,diuren tab,25.0,mg,tableta,20.0,C03,0
16483,theracor plus f.c.tab 1025mgtab btx30 comprimidos en pvcpvdcalu blisters,81.57,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,theracor plus f.c.tab,1025.0,mg,tableta,30.0,C03,0
16484,theracor plus f.c.tab 512.5mgtab btx30 comprimidos en pvcpvdcalu blisters,63.72,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,theracor plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16485,losazide f.c.tab 10012.5mgtab bt x 30 blist 2 x 15,106.01,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losazide f.c.tab,5.0,mg,tableta,30.0,C03,0
16486,losazide f.c.tab 10025mgtab bt x 30 blist 2 x 15,137.02,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,losazide f.c.tab,10025.0,mg,tableta,30.0,C03,0
16487,combipress plus f.c.tab 10  300  125 mgtab btx30 tabs en blister paalpvcal en caja de carton,454.49,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,combipress plus f.c.tab,,mg,tableta,10.0,C03,0
16488,combipress plus f.c.tab 5  300  125 mgtab btx30 tabs en blister paalpvcal en caja de carton,408.81,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,combipress plus f.c.tab,,mg,tableta,5.0,C03,0
16489,irbepress plus f.c.tab 30025mgtab btx30 blist 3x10,107.14,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,irbepress plus f.c.tab,30025.0,mg,tableta,30.0,C03,0
16490,irbepress plus tab 150125mgtab btx30 blist 3x10,90.97,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,irbepress plus tab,150125.0,mg,tableta,30.0,C03,0
16491,irbepress plus tab 300125 mgtab btx30 blist 3x10,107.14,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,irbepress plus tab,,mg,tableta,30.0,C03,0
16492,topress plus f.c.tab 20512.5mgtab bt x 30 tabs en blister alal,224.24,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,topress plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16493,topress plus f.c.tab 401012.5mgtab bt x 30 tabs en blister alal,237.77,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,topress plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16494,topress plus f.c.tab 401025mgtab bt x 30 tabs en blister alal,242.66,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,topress plus f.c.tab,401025.0,mg,tableta,30.0,C03,0
16495,topress plus f.c.tab 40512.5mgtab bt x 30 tabs en blister alal,240.97,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,topress plus f.c.tab,5.0,mg,tableta,30.0,C03,0
16496,topress plus f.c.tab 40525mgtab bt x 30 tabs en blister alal,244.91,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,topress plus f.c.tab,40525.0,mg,tableta,30.0,C03,0
16497,irbesartan hydrochlorothiazide zentiva f.c.tab 15012.5mgtab btx28 comprimidos en blisters pvcpvdcalu blisters pvcpvdcalu,63.34,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,irbesartan hydrochlorothiazide zentiva f.c.tab,5.0,mg,tableta,28.0,C03,0
16498,irbesartan hydrochlorothiazide zentiva f.c.tab 30012.5mgtab btx28 comprimidos en blisters pvcpvdcalu blisters pvcpvdcalu,92.1,20/07/2023 17:05,minsalgr,hidroclorotiazida,ministerio salud grecia,Grecia,irbesartan hydrochlorothiazide zentiva f.c.tab,5.0,mg,tableta,28.0,C03,0
