nombre_producto,sustancia,forma_farm,lab,presentacion
glioten,enalapril,tabletas,armstrong,"1 caja, 20 tabletas, 20 miligramos"
glioten,enalapril,tabletas,armstrong,"1 caja, 20 tabletas, 2.5 miligramos"
glioten,enalapril,tabletas,armstrong,"1 caja, 20 tabletas, 5 miligramos"
glioten,enalapril,tabletas,armstrong,"1 caja, 30 tabletas, 10 miligramos"
gliotenzide,"enalapril,                                hidroclorotiazida",tabletas,armstrong,"1 caja, 10 tabletas,"
gliotenzide,"enalapril,                                hidroclorotiazida",tabletas,armstrong,"1 caja, 20 tabletas,"
gliozac,pioglitazona,tabletas,maver,"1 caja,1 envase(s) de burbuja,7 tabletas,30 mg"
gliozac,pioglitazona,tabletas,maver,"frasco(s),7 tabletas,45 mg"
gliozac,pioglitazona,tabletas,maver,"1 caja,1 envase(s) de burbuja,7 tabletas,45 mg"
gliozac,pioglitazona,tabletas,maver,"frasco(s),7 tabletas,15 mg"
gliozac,pioglitazona,tabletas,maver,"frasco(s),7 tabletas,30 mg"
gliozac,pioglitazona,tabletas,maver,"1 caja,1 envase(s) de burbuja,7 tabletas,15 mg"
glipar,glibenclamida,tabletas,degort s,
glirron,"hierro sacarosa, complejo de hierro",solucion inyectable,pisa,"1 caja , 1 ampolleta(s) , 5 ml"
glirron,"hierro sacarosa, complejo de hierro",solucion inyectable,pisa,"1 caja , 3 ampolleta(s) , 5 ml"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 10 tabletas, 45 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 10 tabletas, 15 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 10 tabletas, 30 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 20 tabletas, 45 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 20 tabletas, 15 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 20 tabletas, 30 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 30 tabletas, 45 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 30 tabletas, 15 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 30 tabletas, 30 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 60 tabletas, 45 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 60 tabletas, 30 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 60 tabletas, 15 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 7 tabletas, 45 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 7 tabletas, 30 miligramos"
glitacar 1,pioglitazona,tabletas,liomont,"1 caja, 1 envase, 7 tabletas, 15 miligramos"
glivec,imatinib,comprimidos,novartis,"1 caja , 10 comprimidos , 400  miligramos"
glossderm,"alantoina,                                benzalconio, cloruro de,                                higado de bacalao, aceite de,                                vitamina a (retinol),                                vitamina d (calciferol),                                zinc, oxido de",pomada,columbia,"1 caja, 1 tubo, 40 g,"
glossderm,"alantoina,                                benzalconio, cloruro de,                                higado de bacalao, aceite de,                                vitamina a (retinol),                                vitamina d (calciferol),                                zinc, oxido de",pomada,columbia,"1 caja, 1 tubo, 60 g,"
glossderm,"alantoina,                                benzalconio, cloruro de,                                higado de bacalao, aceite de,                                vitamina a (retinol),                                vitamina d (calciferol),                                zinc, oxido de",pomada,columbia,"1 caja, 1 tubo, 95 g,"
glucerna 1.2 kcal,"hidratos de carbono,                                nutrimentos para personas con diabetes,                                vitaminas y minerales",liquido,abbott,"envase,1000 ml,"
glucerna sr,nutrimentos para personas con diabetes,liquido,abbott,"lata,237 ml,"
glucerna sr polvo,nutrimentos para personas con diabetes,polvo,abbott,"lata,400 g,"
glucibetina-t,metformina,tabletas,degort s,"1 caja,100 tabletas,1000 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,100 tabletas,500 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,100 tabletas,850 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,30 tabletas,500 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,30 tabletas,1000 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,30 tabletas,850 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,40 tabletas,850 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,40 tabletas,1000 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,40 tabletas,500 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,60 tabletas,500 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,60 tabletas,1000 mg"
glucibetina-t,metformina,tabletas,degort s,"1 caja,60 tabletas,850 mg"
glucibetina-t,metformina,tabletas orales,degort s,
g-luck,hypericum perforatum,comprimidos,genomma laboratories de mexico,"1 caja , 1 frasco(s) , 30 comprimidos"
g-luck,hypericum perforatum,comprimidos,genomma laboratories de mexico,"1 caja , 1 frasco(s) , 60 comprimidos"
g-luck,hypericum perforatum,comprimidos,genomma laboratories de mexico,"1 caja , 1 frasco(s) , 90 comprimidos"
glucobay,acarbosa,tabletas,bayer de mexico,"1 caja,30 tabletas,50 mg"
glucobay,acarbosa,tabletas,bayer de mexico,"1 caja,30 tabletas,100 mg"
glucobay,acarbosa,tabletas,bayer de mexico,"1 caja,90 tabletas,100 mg"
glucobay,acarbosa,tabletas,bayer de mexico,"1 caja,90 tabletas,50 mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 30 tabletas, 500/5 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 30 tabletas, 250/1.25 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 30 tabletas, 500/2.5 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 60 tabletas, 500/5 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 60 tabletas, 250/1.25 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 60 tabletas, 500/2.5 mg/mg"
glucovance,"glibenclamida,                                metformina",tabletas,merck,"1 caja, envase(s) de burbuja, 60 tabletas, 1/5 g/mg"
glufin,acarbosa,tabletas,buffington s,"1 caja,30 tabletas,100 mg"
glufin,acarbosa,tabletas,buffington s,"1 caja,30 tabletas,50 mg"
glufin,acarbosa,tabletas orales,buffington s,
glunovag,metformina,tabletas,novag infancia,
glupropan,glimepirida,tabletas,pisa,"1 caja,15 tabletas,2 mg"
glupropan,glimepirida,tabletas,pisa,"1 caja,15 tabletas,4 mg"
glutafos c,vitaminas y minerales,comprimidos,a.f.,
glutapak r,complementos nutricionales,polvo,pisa,"1 sobre(s) , 15 g"
glutapak r,complementos nutricionales,polvo para preparar bebidas,pisa,
glutarex 1 y glutarex 2,"hidratos de carbono,                                l-carnitina,                                proteinas,                                vitaminas y minerales",polvo,abbott,"lata,400 g,"
glypressin,terlipresina,solucion inyectable,ferring,"1 caja, 5 frasco ampula con liofilizado y ampolleta de diluyente, 5 ml,"
glypressin,terlipresina,solucion inyectable,ferring,"1 caja, 1 frasco ampula con liofilizado y ampolleta de diluyente, 5 ml,"
glyverase,terlipresina,solucion inyectable,ferring,"1 caja,5 ampolleta(s),8.5 ml,"
glyverase,terlipresina,solucion inyectable,ferring,"1 caja,1 ampolleta(s),8.5 ml,"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 1 tabletas, 50 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 1 tabletas, 100 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 1 tabletas, 25 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 2 tabletas, 25 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 2 tabletas, 50 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 2 tabletas, 100 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 4 tabletas, 100 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 4 tabletas, 50 miligramos"
go,sildenafilo,tabletas,liomont,"1 caja, 1 envase, 4 tabletas, 25 miligramos"
godek,ketorolaco,solucion oftalmica,laboratorios grin,"1 caja, 1 frasco con gotero, 5 ml,"
goicoechea diabettx,retinol (vitamina a),crema humectante,genomma laboratories de mexico,"1 envase , 200 ml"
goicoechea diabettx,retinol (vitamina a),crema humectante,genomma laboratories de mexico,"1 envase , 400 ml"
goicotabs,"castana de indias,                                centella asiatica,                                vitis vinifera",tabletas,genomma laboratories de mexico,"1 caja,10 tabletas,"
goicotabs,"castana de indias,                                centella asiatica,                                vitis vinifera",tabletas,genomma laboratories de mexico,"1 caja,20 tabletas,"
goicotabs,"castana de indias,                                centella asiatica,                                vitis vinifera",tabletas,genomma laboratories de mexico,"1 caja,30 tabletas,"
goicotabs,"castana de indias,                                centella asiatica,                                vitis vinifera",tabletas,genomma laboratories de mexico,"1 caja,60 tabletas,"
goicotabs,"castana de indias,                                centella asiatica,                                vitis vinifera",tabletas,genomma laboratories de mexico,"1 caja,90 tabletas,"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 frasco(s) ampula , 600  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 frasco(s) ampula , 1200/2  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 12 agujas esteriles , 450/0.75  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 14 agujas esteriles , 900/1.5  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 14 agujas esteriles , 300/0.5  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 3 frasco ampula con liofilizado , 150 u.i. , 11  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 10 frasco ampula con liofilizado , 150 u.i. , 11  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 frasco(s) ampula con liofilizado , 150 u.i. , 11  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 20 agujas esteriles , 900/1.5  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 10 frasco ampula con liofilizado , 37.5 u.i. , 2.8  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 3 frasco(s) ampula con liofilizado , 37.5 u.i. , 2.8  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 frasco ampula con liofilizado , 37.5 u.i. , 2.8  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 5 agujas esteriles , 300/0.5  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 cartuchos para jeringa , 7 agujas esteriles , 450/0.75  u.i./ml"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 1 frasco ampula con liofilizado , 75 u.i. , 5.5  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 10 frasco ampula con liofilizado , 75 u.i. , 5.5  g"
gonal-f,folitropina alfa,solucion inyectable,merck,"1 caja , 3 frasco ampula con liofilizado , 75 u.i. , 5.5  g"
good care optipro supreme 3,nutrimentos para pre-escolares,alimento en polvo,nestle,"1 lata, 1.1 kg,"
good care optipro supreme 3,nutrimentos para pre-escolares,alimento en polvo,nestle,"1 lata, 900 g,"
good care optipro supreme 3,nutrimentos para pre-escolares,polvo,nestle,
good start confort,nutrimentos para lactantes,polvo,nestle,"1 lata , 400 g"
good start confort,nutrimentos para lactantes,polvo,nestle,"1 lata, 800 g,"
good start optipro supreme  2,nutrimentos para lactantes,alimento en polvo,nestle,
good start optipro supreme  2,nutrimentos para lactantes,polvo,nestle,"1 lata , 1.1 kg"
good start optipro supreme  2,nutrimentos para lactantes,polvo,nestle,"1 lata , 900 g"
good start optipro supreme  liquida,nutrimentos para lactantes,liquido,nestle,"1 frasco(s), 89 ml,"
good start optipro supreme 1,nutrimentos para lactantes,alimento en polvo,nestle,
good start optipro supreme 1,nutrimentos para lactantes,polvo,nestle,"1 lata , 1.1 kg"
good start optipro supreme 1,nutrimentos para lactantes,polvo,nestle,"1 lata , 400 g"
good start optipro supreme 1,nutrimentos para lactantes,polvo,nestle,"1 lata , 900 g"
good start premature 24,nutrimentos para prematuros y neonatos de bajo peso,polvo,nestle,"lata , 400 g"
good start premature 24 liquida,nutrimentos para prematuros y neonatos de bajo peso,liquido,nestle,"1 frasco(s) , 88.5 ml"
good start supreme  1,nutrimentos para lactantes,liquido,nestle,"1 botella , 89 ml"
good start supreme prematuros,nutrimentos para prematuros y neonatos de bajo peso,polvo,nestle,"1 lata , 400 g"
good start supreme prematuros liquida,nutrimentos para prematuros y neonatos de bajo peso,liquido,nestle,"1 botella , 88.5 ml"
goodsit,"aluminio, subacetato de,                                hidrocortisona,                                lidocaina,                                oxido de zinc",supositorios,quimica son s,"1 caja , 6 supositorios"
go-on,hialuronato sodico,solucion inyectable,viatris,"1 caja, 1 jeringa precargada esteril, 2.5 ml, 1 porcentaje"
gotalgic,"fenazona,                                lidocaina",solucion,biocodex,"1 caja, 1 frasco con gotero, 14.3 ml,"
gotinal,nafazolina,solucion,chinoin,"1 caja, 1 frasco atomizador, 15 ml, 1 mg/ml"
gotinal,nafazolina,solucion,chinoin,"1 caja, 1 frasco atomizador, 15 ml, 0.5 mg/ml"
gramaderm,"cloro,                                cloruro de sodio usp,                                hipocloroso, acido,                                litio-magnesio-sodio, fluorosilicato de,                                sodio, fosfato de,                                sodio, hipoclorito de",gel,oculus,"1 caja,1 tubo,50 g,"
gramaxin,"acido clavulanico,                                amoxicilina",suspension,amsa,"1 caja, 1 frasco con polvo, 50 ml, 200/28.57/5 mg/mg/ml"
gramaxin,"acido clavulanico,                                amoxicilina",suspension,amsa,"1 caja, 1 frasco con polvo, 50 ml, 400/57.14/5 mg/mg/ml"
gramaxin,"acido clavulanico,                                amoxicilina",suspension,amsa,"1 caja, 1 frasco con polvo, 60 ml, 125/31.25/5 mg/mg/ml"
gramaxin,"acido clavulanico,                                amoxicilina",suspension,amsa,"1 caja, 1 frasco con polvo, 60 ml, 250/62.5/5 mg/mg/ml"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 10 tabletas, 500/125 mg/mg"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 10 tabletas, 875/125 mg/mg"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 12 tabletas, 500/125 mg/mg"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 12 tabletas, 875/125 mg/mg"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 16 tabletas, 500/125 mg/mg"
gramaxin,"acido clavulanico,                                amoxicilina",tabletas,amsa,"1 caja, 1 frasco(s), 6 tabletas, 875/125 mg/mg"
granex,"aloe vera,                                glicirricinico, acido",solucion dermica,dermaceuticals,
granex,"aloe vera,                                glicirricinico, acido",spray,dermaceuticals,"envase,50 ml,"
granex,"aloe vera,                                glicirricinico, acido",toallas limpiadoras,dermaceuticals,"envase,2 ml,"
granex,"aloe vera,                                glicirricinico, acido",spray facial y corporal,dermaceuticals,
granex,"aloe vera,                                glicirricinico, acido",tonico facial,dermaceuticals,"envase,200 ml,"
granex,"aloe vera,                                glicirricinico, acido",solucion dermica en spray,dermaceuticals,
granex,"aloe vera,                                glicirricinico, acido",solucion dermica en toallas aplicadoras,dermaceuticals,
granudoxy,doxiciclina,tabletas,pierre-fabre,"1 caja,15 tabletas,100 mg"
granudoxy,doxiciclina,tabletas,pierre-fabre,"1 caja,28 tabletas,100 mg"
granuven,filgrastim,solucion,accord farma,"1 caja, 5 jeringa(s) prellenada(s), 300 g,"
granuven,filgrastim,solucion,accord farma,"1 caja, 1 jeringa(s) prellenada(s), 300 g,"
granuven,filgrastim,solucion,accord farma,"1 caja, 3 jeringa(s) prellenada(s), 300 g,"
granuven,filgrastim,solucion,accord farma,"1 caja, 7 jeringa(s) prellenada(s), 300 g,"
granuven,filgrastim,solucion,accord farma,"1 caja, 10 jeringa(s) prellenada(s), 300 g,"
graten,morfina,solucion inyectable,pisa,"1 caja, 1 ampolleta(s) de vidrio, 10/10 mg/ml,"
graten,morfina,solucion inyectable,pisa,"1 caja, 5 ampolleta(s) de vidrio, 10/10 mg/ml,"
graten,morfina,solucion inyectable,pisa,"1 caja, 5 ampolleta(s) de vidrio, 2.5/2.5 mg/ml,"
graten hp,morfina,solucion inyectable,pisa,"1 caja, 1 ampolleta(s), 250/10 mg/ml,"
graten hp,morfina,solucion inyectable,pisa,"1 caja, 1 ampolleta(s), 50/2 mg/ml,"
graten li,morfina,tabletas,pisa,"1 caja,1 frasco(s),100 tabletas,"
graten li,morfina,tabletas,pisa,"1 caja,1 frasco(s),20 tabletas,"
gravidinona,"estradiol,                                hidroxiprogesterona",solucion inyectable,bayer de mexico,"1 caja , 1 ampolleta(s) , 1 ml"
gravidinona,"estradiol,                                hidroxiprogesterona",solucion inyectable,bayer de mexico,"1 caja , 1 ampolleta(s) , 2 ml"
gremiltal,oseltamivir,capsulas,sanfer,"1 caja, 10 capsulas, 30 miligramos"
gremiltal,oseltamivir,capsulas,sanfer,"1 caja, 10 capsulas, 75 miligramos"
gremiltal,oseltamivir,capsulas,sanfer,"1 caja, 10 capsulas, 45 miligramos"
grimal,"oximetazolina,                                sodio",solucion oftalmica,laboratorios grin,"1 caja, 1 frasco gotero, 10 ml,"
grisovin,griseofulvina,tabletas,glaxosmithkline,"1 caja , 30 tabletas , 125  miligramos"
grisovin,griseofulvina,tabletas,glaxosmithkline,"1 caja , 30 tabletas , 500  miligramos"
grisovin,griseofulvina,tabletas,glaxosmithkline,"1 caja , 30 tabletas , 250  miligramos"
grizol,omeprazol,capsulas,laboratorios grisi grisi hnos,
gsg-day,panax ginseng,capsulas,biofarma,"1 caja, 1 frasco(s), 30 capsulas, 200 miligramos"
gsg-day,panax ginseng,capsulas,biofarma,"1 caja, 1 frasco(s), 60 capsulas, 200 miligramos"
gsg-day,panax ginseng,capsulas,biofarma,"1 caja, 1 frasco(s), 90 capsulas, 200 miligramos"
guayatetra,"clorfenamina,                                guaifenesina,                                lidocaina,                                metamizol sodico,                                tetraciclina",solucion inyectable,randall,"1 caja,1 frasco ampula con polvo,1 ampolletas,2 ml"
guayatetra,"clorfenamina,                                guaifenesina,                                lidocaina,                                metamizol sodico,                                tetraciclina",solucion inyectable,randall,"1 caja,1 frasco ampula con polvo,1 ampolletas,3 ml"
guayatetra,"clorfenamina,                                guaifenesina,                                lidocaina,                                metamizol sodico,                                tetraciclina",solucion inyectable,randall,"1 caja,3 frasco ampula con polvo,3 ampolletas,3 ml"
gyn-8,"agua,                                agua termal,                                alcohol,                                cloruro de sodio usp,                                flor de las nieves (leontopodium alpinum), extracto de,                                glicerilo,                                glicerina,                                glicol,                                hidantoina,                                lauril eter sulfato sodico,                                seboregulador",gel dermico,grupo venta internacional,
gynoclinv,"acetonido de fluocinolona,                                clindamicina,                                terconazol",ovulos,janssen-cilag,"1 caja,3 ovulos,"
gynoclinv,"acetonido de fluocinolona,                                clindamicina,                                terconazol",ovulos,janssen-cilag,"1 caja,6 ovulos,"
gynoclinv,"acetonido de fluocinolona,                                clindamicina,                                terconazol",ovulos,janssen-cilag,"1 caja,9 ovulos,"
gynoffler-v,"fluocinolona,                                metronidazol,                                nistatina",ovulos,loeffler,"1 caja, 10 ovulos,"
gynoffler-v,"fluocinolona,                                metronidazol,                                nistatina",ovulos,loeffler,"1 caja, 5 ovulos,"
gynofit,acido lactico,gel vaginal,gedeon richter,"1 caja, 6 aplicadores, 5 ml,"
gynomunal,"acido hialuronico,                                humulus lupulus,                                liposomas,                                vitamina e (tocoferol)",gel,ifa celtics,"1 caja, 1 tubo, 50 ml,"
gynophilus,lactobacillus casei variedad rhamnosus,capsulas vaginales,exeltis,"1 caja, 1 frasco(s), 14 capsulas vaginales,"
gynophilus restore,lactobacillus casei variedad rhamnosus,tabletas vaginales,exeltis,"1 caja, 2 tabletas vaginales, 876.9 mg"
gynotran,"metronidazol,                                miconazol",ovulos,exeltis,"1 caja, 7 ovulos,"
gynovin,"etinilestradiol,                                gestodeno",tabletas,bayer de mexico,"1 caja , 21 tabletas , 0.075/0.03  mg/mg"
gynovin cd,"etinilestradiol,                                gestodeno",grageas,bayer,"1 caja,28 grageas,"
gyn-phy,"agua termal,                                alcohol,                                cloruro de sodio usp,                                flor de las nieves (leontopodium alpinum), extracto de,                                glicerilo,                                glicerina,                                hidantoina,                                lactico, acido,                                lauril eter sulfato sodico,                                seboregulador",gel dermico,grupo venta internacional,
haitrax,omeprazol,solucion inyectable,alvartis,"1 frasco ampula con liofilizado y diluyente, 10 ml,"
halaven,mesilato de eribulina,solucion,eisai laboratorios,"1 caja , 1 frasco(s) ampula , 2 ml , 0.5  mg/ml"
halcion,triazolam,tabletas,pfizer,"1 caja, 30 tabletas, 125 g,"
halcion,triazolam,tabletas,pfizer,"1 caja,20 tabletas,0.125 mg"
halcion,triazolam,tabletas,pfizer,"1 caja, 30 tabletas, 250 g,"
haldol decanoas,haloperidol,inyectable,janssen-cilag,
haldol decanoas,haloperidol,solucion inyectable,janssen-cilag,"1 caja,1 ampolleta(s),1 ml,"
haldol decanoas,haloperidol,solucion inyectable,janssen-cilag,"1 caja,5 ampolleta(s),1 ml,"
haldol decanoas,haloperidol,solucion inyectable,janssen-cilag,"1 caja,5 ampolleta(s),3 ml,"
haldol decanoas,haloperidol,solucion inyectable,janssen-cilag,"1 caja,1 ampolleta(s),3 ml,"
hasaki,"acido folico,                                azucar,                                calcio,                                caseinato de calcio,                                caseinato de sodio,                                chocolate amargo,                                concentrado de proteinas de suero de leche,                                goma guar,                                hierro,                                stevia reubadiana,                                tiamina hcl (vitamina b1),                                vainilla,                                vitamina b5 (acido pantotenico),                                vitamina b6 (piridoxina),                                vitamina c (acido ascorbico),                                vitamina e (tocoferol)",polvo,"s & m nano - biotechnology, s.a. de c.v","1 bolsa, 560 g,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 1 jeringa(s) prellenada(s), 0.5 ml,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 10 jeringa(s) prellenada(s), 0.5 ml,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 100 jeringa(s) prellenada(s), 0.5 ml,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 1 jeringa(s) prellenada(s), 1 ml,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 10 jeringa(s) prellenada(s), 1 ml,"
havrix,virus de la hepatitis a inactivado,suspension inyectable,glaxosmithkline,"1 caja, 100 jeringa(s) prellenada(s), 1 ml,"
heberprot-p,factor de crecimiento epidermico humano recombinante,solucion,alvartis,"1 caja,1 frasco(s),0.075 mg"
heberprot-p,factor de crecimiento epidermico humano recombinante,solucion,alvartis,"1 caja , 6 frasco(s) , 0.075  miligramos"
heliocare,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",crema,advaita,"1 caja,1 tubo,50 ml,90 fps"
heliocare,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",crema,advaita,"1 caja,1 tubo,50 ml,50 fps"
heliocare,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",gel,advaita,"1 caja,1 tubo,50 ml,50 fps"
heliocare,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",gel,advaita,"1 caja,1 tubo,50 ml,90 fps"
heliocare,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",locion,advaita,"1 caja , 1 tubo , 40 ml , 30  fps"
heliocare 360,fernblock,gel,cantabria labs mexico,"50 ml,"
heliocare 360,fernblock,fluido,cantabria labs mexico,"50 ml,"
heliocare 360 water fps 50+,fernblock,gel,cantabria labs mexico,"50 ml,"
heliocare color,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",maquillaje facial,advaita,"1 caja con polvera , 10 g , 50  fps"
heliocare color,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",crema gel,advaita,"1 caja , 1 tubo , 50 ml , 50  fps"
heliocare color,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",gel dermico,advaita,
heliocare color,"antioxidantes,                                caroteno,                                extracto de te verde,                                polypodium leucotomos,                                protectores solares",hidrogel,advaita,"1 caja , 1 tubo , 50 ml , 50  fps"
heliocare crema ultra fps 50+,extracto de te verde,crema,advaita,"1 caja , 1 tubo , 50 ml , 50  fps"
heliocare gel ultra fps 50+,extracto de te verde,gel,advaita,"1 caja, 1 tubo, 50 ml, 50 fps"
heliocare gel xf fps 50,extracto de te verde,gel,advaita,"1 caja, 1 tubo, 50 ml, 50 fps"
heliocare kids spray fps 50,extracto de te verde,locion,advaita,"1 caja, 1 frasco(s), 125 ml,"
heliocare kids spray fps 50,extracto de te verde,spray,advaita,
heliocare oral,fernblock,capsulas,cantabria labs mexico,"30 capsulas,"
heliocare oral,fernblock,capsulas,cantabria labs mexico,"60 capsulas,"
heliocare spray fps 50,extracto de te verde,spray,advaita,"1 caja, 1 frasco(s), 125 ml, 50 fps"
helsifem,promestrieno,unguento,carnot,"1 caja, 1 tubo, 30 g,"
helsifem,promestrieno,ovulo,carnot,"1 caja, 10 ovulos,"
hemamina,"higado de pescado, aceite  de,                                sodio,                                tiamina hcl (vitamina b1),                                vitamina b12 (cobalamina, cianocobalamina, hidroxocobalamina),                                vitamina b2 (riboflavina)",solucion oral,italmex,"10 ampolleta(s), 10 ml,"
hemamina boost,"acido docosahexaenoico (dha),                                acido folico,                                calcio,                                magnesio,                                vitamina d (calciferol)",capsulas,italmex,"1 caja, 30 capsulas, 1.90 g"
hemeli,propranolol,solucion oral,pierre fabre farma,"1 caja, 1 frasco con jeringa dosificadora, 120 ml,"
hemestal,hemezol,tabletas,silanes,
hemestal,hemezol,polvo para solucion inyectable i.m. e i.v.,silanes,"1 caja , 20 tabletas"
hemestal,hemezol,polvo para solucion inyectable i.m. e i.v.,silanes,"1 caja , 1 frasco ampula con liofilizado y ampolleta de diluyente , 3 ml"
hemestal,hemezol,tabletas para solucion inyectable i.m. e i.v.,silanes,
hemobion 200,"ferroso, fumarato",tabletas,merck,"frasco(s),30 tabletas,200 mg"
hemobion 400,"ferroso, sulfato",grageas con capa enterica,merck,
hemosin-k,"carbazocromo,                                vitamina k",jarabe,hormona,"1 frasco(s), 200 ml,"
hemosin-k,"carbazocromo,                                vitamina k",solucion inyectable,hormona,"1 caja , 3 ampolleta(s) , 2 ml"
hemosin-k,"carbazocromo,                                vitamina k",tabletas,hormona,"1 caja, 32 tabletas,"
hemtrixil,paroxetina,tabletas,vanquish,
