clave,descr,unidad,PA
010.000.4488.00,Venlafaxina. Cápsula o Gragea de Liberación Prolongada Cada Cápsula o Gragea de Liberación Prolongada contiene: Clorhidrato de venlafaxina equivalente a 75 mg de venlafaxina. Envase con 10 Cápsulas o Grageas de Liberación Prolo,Pieza,Venlafaxina
010.000.4503.00,Aurotiomalato sódico. Solución Inyectable Cada ampolleta contiene: Tiomalato de Sodio y oro 50 mg Envase con una ampolleta con un m,Pieza,Aurotiomalato sodico
010.000.4504.00,Sulfasalazina. Tableta CoN Capa Entérica Cada Tableta con Capa Entérica contiene: Sulfasalazina 500 mg Envase con 60 Tabletas con Capa Entéri,Pieza,Sulfasalazina
010.000.4508.00,Infliximab. Solución Inyectable El frasco ámpula con liofilizado contiene: Infliximab 100 mg Envase con un frasco ámpula con liofilizado e instructi,Pieza,Infliximab
010.000.4527.00,Linestrenol. Tableta. Cada tableta contiene: Linestrenol 0.50 mg. Envase con 28 tabletas.,Pieza,Linestrenol
010.000.4590.00,Tigeciclina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Tigeciclina 50 mg Envase con un frasco ámpu,Pieza,Tigeciclina
010.000.4592.00,Piperacilina-tazobactam. Solución Inyectable Cada frasco ámpula con polvo contiene: Piperacilina sódica equivalente a 4 g de piperacilina. Tazobactam sódico equivalente a 500 mg de tazobactam. Envase con frasco ám,Pieza,Piperacilina-tazobactam
010.000.5079.00,Cloropiramina. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de cloropiramina 20 mg Envase con 5 ampolletas con 2 ml,Pieza,Cloropiramina
010.000.5099.00,Adenosina. Solución Inyectable Cada frasco ámpula contiene: Adenosina 6 mg Envase con 6 frascos ámpula con 2 ,Pieza,Adenosina
010.000.5107.00,Alteplasa. Solución Inyectable Cada frasco ámpula con liofilizado contiene: alteplasa (activador tisular del plasminógeno humano) 50 mg Envase con 2 frascos ámpula con liofilizado 2 frascos ámpula con disolvente y equipo esterilizado para su reconstitu,Pieza,Alteplasa
010.000.5111.00,Valsartán. Comprimido Cada Comprimido contiene 80 mg Envase con 30 Comprimidos,Pieza,Valsartan
010.000.5117.00,Tenecteplasa. Solución Inyectable Cada frasco ámpula contiene: Tenecteplasa 50 mg (10000 U) Envase con frasco ámpula y jeringa prellenada con 10 ml de agua Inyectab,Pieza,Tenecteplasa
010.000.5126.00,Metoxaleno. Cápsula o Tableta Cada Cápsula o Tableta contiene: Metoxaleno 10 mg Envase con 30 Cápsulas o Tablet,Pieza,Metoxaleno
010.000.5130.00,Antralina. Ungüento Cada g contiene: Antralina 20 mg Envase con 50 g,Pieza,Antralina
010.000.5166.00,Acarbosa. Tableta Cada Tableta contiene: Acarbosa 50 mg Envase con 30 Tabletas.,Pieza,Acarbosa
010.000.5172.00,Somatostatina. Solución Inyectable Cada ampolleta con liofilizado contiene: Acetato de somatostatina equivalente a 3.0 mg de somatostatina. Envase con una ampolleta,Pieza,Somatostatina
010.000.5176.00,Sucralfato. Tableta Cada Tableta contiene: Sucralfato 1 g Envase con 40 Tabletas.,Pieza,Sucralfato
010.000.5187.00,Omeprazol o pantoprazol. Solución Inyectable Cada frasco ámpula con liofilizado contiene: omeprazol sódico equivalente a 40 mg de omeprazol. o pantoprazol sódico equivalente a 40 mg de pantoprazol. Envase con un frasco ámpula con liofilizado y ampolleta con 10 ml de diluy,Pieza,Omeprazol o pantoprazol
010.000.5204.00,Urofolitropina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Urofolitropina 75 UI Envase con un frasco ámpula y diluyente con 1 ,Pieza,Urofolitropina
010.000.5232.00,Piridoxina. Tableta. Cada tableta contiene: Piridoxina 300 mg Envase con 10 Tabletas.,Pieza,Piridoxina
010.000.5238.00,Factor ix. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Factor IX 400 a 600 UI Envase con un frasco ámpula y diluyen,Pieza,Factor ix
010.000.5239.00,Anticuerpos monoclonales cd3. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Anticuerpos monoclonales CD3 5 mg Envase con 5 ampolletas o frascos ámpu,Pieza,Anticuerpos monoclonales cd3
010.000.5246.00,Aprotinina. Solución Inyectable Cada ml contiene: Aprotinina 10 000 UIK Envase con frasco ámpula con 50 ml (500 000 UIK,Pieza,Aprotinina
010.000.5255.00,Trimetoprima y sulfametoxazol. Solución Inyectable Cada ampolleta contiene: Trimetoprima 160 mg Sulfametoxazol 800 mg Envase con 6 ampolletas con 3 ml,Pieza,Trimetoprima y sulfametoxazol
010.000.5256.00,Cefalotina. Solución Inyectable. Cada frasco ámpula con polvo contiene: Cefalotina sódica equivalente a 1 g de cefalotina. Envase con un frasco ámpula y 5 ml de diluye,Pieza,Cefalotina
010.000.5257.00,Natalizumab. Solución Inyectable Cada frasco ámpula contiene: Natalizumab 300 mg Envase con frasco ámpula con 300 ,Pieza,Natalizumab
010.000.5261.00,Pirimetamina. Tableta Cada Tableta contiene: Pirimetamina 25 mg Envase con 30 Tabletas.,Pieza,Pirimetamina
010.000.5268.00,Ganciclovir. Solución Inyectable. Cada frasco ámpula con liofilizado contiene: Ganciclovir sódico equivalente a 500 mg de ganciclovir. Envase con un frasco ámpula y una ampolleta con 10 ml de diluye,Pieza,Ganciclovir
010.000.5290.00,Saquinavir. Comprimido Cada Comprimido contiene: Mesilato de saquinavir equivalente a 500 mg de saquinavir Envase con 120 Comprimidos,Pieza,Saquinavir
010.000.5304.00,Alfa cetoanálogos de aminoácidos. Gragea Tableta Recubierta o Tableta. Cada Gragea tableta recubierta o tableta contiene: Alfa cetoanálogos de Aminoácidos 630 mg Envase con 100 grageas tabletas recubiertas o table,Pieza,Alfa cetoanalogos de aminoacidos
010.000.5307.00,Plerixafor. Solución Inyectable Cada frasco ámpula contiene: Plerixafor 24 mg Envase con frasco ámpula con 24 mg/1.2 ml (20 mg/m,Pieza,Plerixafor
010.000.5312.00,Quinupristina-dalfopristina. Solución Inyectable El frasco ámpula con liofilizado contiene: Quinupristina 150 mg Dalfopristina 350 mg Envase con frasco ámpu,Pieza,Quinupristina-dalfopristina
010.000.5328.00,Pentamidina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Isetionato de pentamidina 300 mg Envase con un frasco ámpu,Pieza,Pentamidina
010.000.5330.00,Alfa-dornasa. Solución Para Inhalación Cada ampolleta contiene: alfa-dornasa 2.5 mg Envase con 6 ampolletas de 2.5 m,Pieza,Alfa-dornasa
010.000.5331.00,Beractant. Suspensión Inyectable Cada ml contiene: Beractant (fosfolípidos de pulmón de origen bovino) 25 mg Envase con frasco ámpula de 8 ml con o sin cánula endotraq,Pieza,Beractant
010.000.5352.00,Cloral. Jarabe. Cada 5 ml contienen: Hidrato de cloral 500 mg Envase 120 ml.,Pieza,Cloral
010.000.5353.00,Flunarizina. Cápsula o Tableta Cada Cápsula o Tableta contiene: Flunarizina 5 mg Envase con 20 Cápsulas o Tablet,Pieza,Flunarizina
010.000.5354.00,Nimodipino. Solución Inyectable Cada frasco ámpula contiene: Nimodipino 10 mg Envase con 1 frasco ámpula con 50 ml con o sin equipo perfusor de polietile,Pieza,Nimodipino
010.000.5355.00,Vigabatrina. Comprimido Cada Comprimido contiene: Vigabatrina 500 mg Envase con 60 Comprimidos.,Pieza,Vigabatrina
010.000.5378.00,Manganeso. Solución Inyectable  Cada ampolleta contiene: Manganeso 924 µg. Envase con 25 ampolletas de 3 m,Pieza,Manganeso
010.000.5379.00,Zinc. Solución Inyectable Cada ampolleta contiene: Sulfato de zinc heptahidratado Equivalente a 5 mg de zinc elemental. Envase con 25 ampolletas de 3 ml,Pieza,Zinc
010.000.5381.00,Oligometales endovenosos. Solución Inyectable Cada 100 ml. Contienen: Cloruro de Zinc 55.0 mg Sulfato cúprico pentahidratado 16.9 mg Sulfato de manganeso 38.10 mg Yoduro de sodio 1.30 mg Fluoruro de sodio 14.0 mg Cloruro de sodio 163.9 mg Cada frasco ámpula proporciona en electrolitos: Zinc 0.1614 mEq Cobre 0.0271 mEq Manganeso 0.0902 mEq Sodio 4.5493 mEq Sulfato 0.1172 mEq Yodo 0.0017 mEq Flúor 0.0666 mEq Cloro 0.7223 mEq Envase con 10 frascos ámpula de 2,Pieza,Oligometales endovenosos
010.000.5391.00,Dieta Polimerica Sin Fibra. Suspension Oral O Enteral. Cada 100ml Contiene:    Proteínas Unidad g Mínimo 3.6 Máximo 4 Lípidos Unidad g Mínimo 3.4 Máximo 3.92 Hidratos de carbono Unidad g Mínimo 12.72 Máximo 13.8 Vitamina A Unidad U.I. Mínimo 264.2 Máximo 400 Vitamina D Unidad U.I. Mínimo 21.1 Máximo 28 Vitamina E Unidad U.I. Mínimo 2.4 Máximo 3.33 Vitamina K1 Unidad  µg Mínimo 4.2 Máximo 8 Vitamina C Unidad mg Mínimo 9.7 Máximo 15.9 Tiamina B1 Unidad mg Mínimo 0.16 Máximo 0.2 Riboflabina B2 Unidad mg Mínimo 0.18 Máximo 0.24 Niacina Unidad mg Mínimo 2.11 Máximo 2.8 Vitamina B6 Unidad mg Mínimo 0.21 Máximo 0.4 Acido fólico Unidad  µg Mínimo 42.3 Máximo 54 Acido pantoténico Unidad mg Mínimo 1.06 Máximo 1.4 Vitamina B12 Unidad  µg Mínimo 0.63 Máximo 0.8 Biotina Unidad  µg Mínimo 31.7 Máximo 40 Colina Unidad mg Mínimo 31.3 Máximo 45.2 Calcio Unidad mg Mínimo 49.4 Máximo 75.4 Fósforo Unidad mg Mínimo 49.4 Máximo 66 Magnesio Unidad mg Mínimo 19.8 Máximo 37.7 Zinc Unidnimo 0.89 Máximo 1.13 Manganeso Unidad mg Mínimo 0.15 Máximo 0.26 Iodo Unidad  µg Mínimo 7 Máximo 9.4 Sodio Unidad mg Mínimo 47 Máximo 79 Potasio Unidad mg Mínimo 118 Máximo 162 Cloruro Unidad mg Mínimo 93.5 Máximo 134 Cromo Unidad  µg Mínimo 3.77 Máximo 5.1 Molibdeno Unidad  µg Mínimo 7.5 Máximo 12.2 Selenio Unidad  µg Mínimo 3.77 Máximo 5.1 Cobre Unidad mg Mínimo 0.09 Máximo 0.16 E,Pieza,Dieta polimerica sin fibra
010.000.5392.00,Dieta Polimerica Con Fibra. Suspension Oral O Enteral Cada 100ml Contiene:   Proteínas Unidad g Mínimo 3.69 Máximo 3.74 Lípidos Unidad g Mínimo 3.45 Máximo 3.56 Hidratos de carbono Unidad g Mínimo 11.90 Máximo 15 Fibra dietaria total Unidad g Mínimo 1.25 Máximo 1.35 Vitamina A Unidad Unidad UI Mínimo 359.3 Máximo 400 Vitamina D Unidad UI Mínimo 20.0 Máximo 28.7 Vitamina E Unidad UI Mínimo 2.8 Máximo 3.3 Vitamina K1 Unidad µg Mínimo 5.9 Máximo 8 Vitamina C Unidad mg Mínimo 14.0 Máximo 21.6 Tiamina B1 Unidad mg Mínimo 0.16 Máximo 0.2 Riboflabina B2 Unidad mg Mínimo 0.19 Máximo 0.24 Niacina Unidad mg Mínimo 2.16 Máximo 2.8 Vitamina B6 Unidad mg Mínimo 0.21 Acido fólico Unidad  µg Mínimo 43.1 Máximo 54 Acido pantoténico Unidad mg Mínimo 1.0 Máximo 1.4 Vitamina B12 Unidad  µg Mínimo 0.68 Máximo 0.8 Biotina Unidad  µg Mínimo 32.5 Máximo 40 Colina Unidad mg Mínimo 43.1 Máximo 45.2 Calcio Unidad mg Mínimo 65.5 Máximo 66 Fósforo Unidad mg Mínimo 65.5 Máximo 66 Magnesio Unimo 1.3 Máximo 1.5 Hierro Unidad mg Mínimo 1.1 Máximo 1.2 Manganeso Unidad mg Mínimo 0.25 Máximo 0.34 Iodo Unidad  µg Mínimo 9 Máximo 10 Sodio Unidad mg Mínimo 46.78 Máximo 70.5 Potasio Unidad mg Mínimo 117.1 Máximo 157 Cloruro Unidad mg Mínimo 93.5 Máximo 126 Cromo Unidad  µg Mínimo 3.74 Máximo 6.7 Molibdeno Unidad  µg Mínimo 10.2 Máximo 11.2 Selenio Unidad  µg Mínimo 3.74 Máximo 4.7 Cobre Unidad mg Mínimo 0.13 Máximo 0.14,Pieza,Dieta polimerica con fibra
010.000.5393.00,Aminoacidos enriquecidos con aminoacidos de cadena ramificada. Solución inyectable. Cada 100ml Contiene: L- Isoleucina Unidad mg Mínimo 700 Máximo 1380. L- Leucina Unidad mg Mínimo 1100 Máximo 1580. L- Lisina Unidad mg Mínimo 265 Máximo 690 L- Metionina Unidad mg Mínimo 110 Máximo 450 L- Fenilalanina Unidad mg Mínimo 80 Máximo 480 L- Treonina Unidad mg Mínimo 200 Máximo 450 L- Triptofano Unidad mg Mínimo 70 Máximo 130 L- Valina Unidad mg Mínimo 780 Máximo 1240 Histidina Unidad mg Mínimo 150 Máximo 280 Cisteína o cistina Unidad mg Mínimo 0 Máximo 55 Tirosina Unidad mg Mínimo 0 Máximo 33 L- Alanina Unidad mg Mínimo 395 Máximo 660 L- Arginina Unidad mg Mínimo 464 Máximo 1100 L- Prolina Unidad mg Mínimo 445 Máximo 950 L- Serina Unidad mg Mínimo 220 Máximo 575 Glicina ( ac. Aminoacético ) Unidad mg Mínimo 300 Máximo 700 *Pirosulfito de sodio Unidad mg Mínimo 0 Máximo 50 Agua inyectable Unidad ml Mínimo 0 Máximo 100 Aminoácidos de cadena ramificada Unidad % Mínimo 40 Máximoual no modifica el efecto terapéutico deseado. Presentación 500 m,Pieza,Aminoacidos enriquecidos con aminoacidos de cadena ramificada
010.000.5395.00,Tiamina. Solución Inyectable. Cada frasco ámpula con liofilizado contiene: Clorhidrato de tiamina 500 mg. Envase con 3 frascos ámpu,Pieza,Tiamina
010.000.5397.00,Formula o Dieta Inmunorreguladora. Polvo O Suspensión Oral Contenido: 100Ml Energía kcal Mínimo 100.00 Máximo 150.00 Proteínas g Mínimo 5.60 Máximo 9.63 Hidratos de carbono g Mínimo 12.00 Máximo 13.50 Lípidos g Mínimo 2.20 Máximo 6.80 Sodio mg Mínimo 58.00 Máximo 116.80 Potasio mg Mínimo 106.00 Máximo 187.20 Vitamina C mg Mínimo 6.00 Máximo 100.00 Tiamina mg Mínimo 0.07 Máximo 00.30 Riboflavina mg Mínimo 0.08 Máximo 0.25 Niacina mg Mínimo 1.00 Máximo 2.80 Calcio mg Mínimo 50.00 Máximo 100.00 Hierro mg Mínimo 0.90 Máximo 1.80 Vitamina D UI Mínimo 20.00 Máximo 40.00 Vitamina B6 mg Mínimo 0.14 Máximo 1.00 Acido fólico µg  Mínimo 20.00 Máximo 54.00 Vitamina B12 µg  Mínimo 0.30 Máximo 0.80 Fósforo mg Mínimo 50.00 Máximo 100.00 Yodo µg  Mínimo 7.60 Máximo 16.00 Magnesio mg Mínimo 20.00 Máximo 40.00 Cobre µg  Mínimo 0.20 Máximo 3.00 Biotina µg  Mínimo 15.00 Máximo 40.00 Acido pantoténico mg Mínimo 0.50 Máximo 1.40 Vitamina K µg  Mínimo 4.00 Máximo 40.00 Colimo 174.00 Manganeso mg Mínimo 0.20 Máximo 0.40 Cromo µg  Mínimo 7.60 Máximo 14.00 Molibdeno µg  Mínimo 7.60 Máximo 22.00 Vitamina A UI Mínimo 266.00 Máximo 668.00 Retinol equivalente µg  Mínimo 79.90 Máximo 270.00 Vitamina E UI Mínimo 5.00 Máximo 10.00 Alfa Tocoferol mg Mínimo 4.03 Máximo 6.67 Zinc mg Mínimo 1.50 Máximo 3.60 Selenio µg  Mínimo 10.00 Máximo 10.00 Arginina mg Mínimo 1250 Máximo 1540 Histidina mg Mínimo 90.00 Máximo 216.00 Isoleucina mg Mínimo 235 Máximo 780 Leucina mg Mínimo 437.00 Máximo 1170.00 Lisina mg Mínimo 277.00 Máximo 620.00 Metionina mg Mínimo 100.00 Máximo 169.00 Cistina o cisteína mg Mínimo 12.00 Máximo 40.00 Fenilalanina mg Mínimo 184.00 Máximo 395.00 Tirosina mg Mínimo 166.00 Máximo 432.00 Treonina mg Mínimo 150.00 Máximo 338.00 Triptofano mg Mínimo 34.00 Máximo 85.00 Valina mg Mínimo 0.74 Máximo 946.00 Alanina mg Mínimo 100.00 Máximo 235.00 Acido aspártico mg Mínimo 100.00 Máximo 564.00 Glutamina mg Mínimo 595.00 Máximo 1490.0ina mg Mínimo 63.00 Máximo 196.00 Prolina mg Mínimo 90.00 Máximo 865.00 Serina mg Mínimo 166.00 Máximo 404.00 Relación omega 6/omega 3 Mínimo 1.3/1 Máximo 2.5/1 Osmolaridad mOsm/kg H2O Mínimo 375 Máximo 490 Presentación: Sobre con 123 g de polvo o lata c,Pieza,Formula o dieta inmunorreguladora
010.000.5400.00,Formula de Inicio libre de fenilalanina. Polvo contenido en: Energía Unidad kcal 100G Mínimo 470 Máximo 550 Proteína Unidad g 100G Mínimo 12.50 Máximo 17.00 Hidratos de carbono Unidad g 100G Mínimo 50.00 Máximo 60.00 Lípidos Unidad g 100G Mínimo 20.00 Máximo 26.00 L-Alanina Unidad g 100G Mínimo 0 Máximo 1.50 L-Arginina Unidad g 100G Mínimo 0 Máximo 1.50 L-Acido aspártico Unidad g 100G Mínimo 0 Máximo 1.50 L-Cistina Unidad g 100G Mínimo 0.10 Máximo 0.50 L-Acido glutámico Unidad g 100G Mínimo 0 Máximo 3.00 Glicina Unidad g 100G Mínimo 0 Máximo 1.00 L-Histidina Unidad g 100G Mínimo 0.20 Máximo 0.80 L-Isoleucina Unidad g 100G Mínimo 0.50 Máximo 1.50 L-Leucina Unidad g 100G Mínimo 1.50 Máximo 2.50 L-Lisina Unidad g 100G Mínimo 0.50 Máximo 1.50 L-Metionina Unidad g 100G Mínimo 0.10 Máximo 0.50 L-Fenilalanina Unidad g 100G Mínimo 0.00 Máximo 0.00 L-Prolina Unidad g 100G Mínimo 0 Máximo 1.50 L-Serina Unidad g 100G Mínimo 0 Máximo 1.00 L-Treonina Unidad g 100G Mínimo 0.50 Máx0.10 Máximo 0.50 L-Tirosina Unidad g 100G Mínimo 1.00 Máximo 2.00 L-Valina Unidad g 100G Mínimo 1.00 Máximo 1.50 L-Carnitina Unidad g 100G Mínimo 0 Máximo 0.05 L-Taurina Unidad g 100G Mínimo 0.01 Máximo 0.05 L-Glutamina Unidad g 100G Mínimo 0 Máximo 0.20 Tiamina (B1) Unidad mg 100G Mínimo 0.20 Máximo 2.50 Riboflavina (B2) Unidad mg 100G Mínimo 0.40 Máximo 1.50 Niacina (B3) Unidad mg 100G Mínimo 4.00 Máximo 13.00 Piridoxina (B6) Unidad mg 100G Mínimo 0.30 Máximo 1.30 Cianocobalamina (B12) Unidad µg 100G Mínimo 1.00 Máximo 5.00 Acido fólico Unidad µg 100G Mínimo 30.00 Máximo 250.00 Acido pantoténico Unidad mg 100G Mínimo 2.50 Máximo 7.00 Acido ascórbico (Vit.C) Unidad mg 100G Mínimo 30.00 Máximo 70.00 Colina Unidad mg 100G Mínimo 40.00 Máximo 90.00 Biotina Unidad µg 100G Mínimo 20.00 Máximo 70.00 Inositol Unidad mg 100G Mínimo 30.00 Máximo 110.00 Vitamina A-retinol Unidad U.I. 100G Mínimo 1400 Máximo 1800 Vitamina D Unidad U.I. 100G Mínimo 300 Máximo 400 Vitamina E-alfo 12 Vitamina K Unidad µg 100G Mínimo 15.00 Máximo 55.00 Sodio Unidad mg 100G Mínimo 100.00 Máximo 250.00 Potasio Unidad mg 100G Mínimo 400.00 Máximo 700.00 Cloro Unidad mg 100G Mínimo 250.00 Máximo 350.00 Calcio Unidad mg 100G Mínimo 300.00 Máximo 700.00 Fósforo Unidad mg 100G Mínimo 200.00 Máximo 460.00 Magnesio Unidad mg 100G Mínimo 25.00 Máximo 70.00 Hierro Unidad mg 100G Mínimo 5.00 Máximo 12.00 Cobre Unidad mg 100G Mínimo 0.20 Máximo 1.50 Zinc Unidad mg 100G Mínimo 3.00 Máximo 10.00 Manganeso Unidad mg 100G Mínimo 0.20 Máximo 0.80 Yodo Unidad µg 100G Mínimo 40.00 Máximo 80.00 Molibdeno Unidad µg 100G Mínimo 10.00 Máximo 40.00 Selenio Unidad µg 100G Mínimo 12.00 Máximo 22.00 Cromo Unidad µg 100G Mínimo 10.00 Máximo 40.00 Envase: L,Pieza,Formula de inicio libre de fenilalanina
010.000.5401.00,"Fórmula de seguimiento libre de fenilalanina, Polvo, Contenido en: Energía Unidades kcal Mínimo/100 g 300, Máximo/100 g 420; Proteína Unidades g Mínimo/100 g 20, Máximo/100 g 35; Hidratos de carbono Unidades g Mínimo/100 g 30, Máximo/100 g 65; Lípidos Unidades g Mínimo/100 g 0.1, Máximo/100 g 15; L-Alanina Unidades g Mínimo/100 g 0, Máximo/100 g 2; L-Arginina Unidades g Mínimo/100 g 0, Máximo/100 g 2.5; L-Acido aspártico Unidades g Mínimo/100 g 0, Máximo/100 g 2.5; L-Cistina Unidades g Mínimo/100 g 0.1, Máximo/100 g 1; L-Acido glutámico Unidades g Mínimo/100 g 0, Máximo/100 g 4; Glicina Unidades g Mínimo/100 g 0, Máximo/100 g 2.3; L-Histidina Unidades g Mínimo/100 g 0.3, Máximo/100 g 1.5; L-Isoleucina Unidades g Mínimo/100 g 1.3, Máximo/100 g 2.5; L-Leucina Unidades g Mínimo/100 g 2.5, Máximo/100 g 3.5; L-Lisina Unidades g Mínimo/100 g 1.5, Máximo/100 g 2.5; L-Metionina Unidades g Mínimo/100 g 0.3, Máximo/100 g 0.8; L-Fenilalanina Unidades g Mínimo/100 g 0, Máximo/100 g 0 Máximo/100 g 2.5; L-Serina Unidades g Mínimo/100 g 0.5, Máximo/100 g 1.5; L-Treonina Unidades g Mínimo/100 g 0.8, Máximo/100 g 1.8; L-Triptófano Unidades g Mínimo/100 g 0.2, Máximo/100 g 0.8; L-Tirosina Unidades g Mínimo/100 g 2, Máximo/100 g 3.5; L-Valina Unidades g Mínimo/100 g 1.5, Máximo/100 g 2.6; L-Carnitina Unidades g Mínimo/100 g 0.01, Máximo/100 g 0.05; L-Taurina Unidades g Mínimo/100 g 0.05, Máximo/100 g 0.2; L-Glutamina Unidades g Mínimo/100 g 0.2, Máximo/100 g 0.5; Tiamina (B1) Unidades mg Mínimo/100 g 1, Máximo/100 g 3.5; Riboflavina (B2) Unidades mg Mínimo/100 g 1, Máximo/100 g 2; Niacina (B3) Unidades mg Mínimo/100 g 10, Máximo/100 g 25; Piridoxina (B6) Unidades mg Mínimo/100 g 0.8, Máximo/100 g 2; Cianocobalamina (B12) Unidades µg Mínimo/100 g 2, Máximo/100 g 6; Ácido fólico Unidades µg Mínimo/100 g 240, Máximo/100 g 500; Ácido pantoténico Unidades mg Mínimo/100 g 3.5, Máximo/100 g 8.5; Ácido ascórbico (Vit.C) Unidades mg Mínimo/100 g 45, Máximo/100 gMáximo/100 g 120; Biotina Unidades µg Mínimo/100 g 40, Máximo/100 g 130; Inositol Unidades mg Mínimo/100 g 40, Máximo/100 g 80; Vitamina A-retinol Unidades UI Mínimo/100 g 1 400, Máximo/100 g 1 800; Vitamina D Unidades UI Mínimo/100 g 200, Máximo/100 g 500; Vitamina E-alfa tocoferol Unidades UI Mínimo/100 g 4, Máximo/100 g 12.5; Vitamina K Unidades µg Mínimo/100 g 30, Máximo/100 g 60; Sodio Unidades mg Mínimo/100 g 550, Máximo/100 g 900; Potasio Unidades mg Mínimo/100 g 800, Máximo/100 g 1 500.00; Cloro Unidades mg Mínimo/100 g 400, Máximo/100 g 1 000.00; Calcio Unidades mg Mínimo/100 g 700, Máximo/100 g 910; Fósforo Unidades mg Mínimo/100 g 700, Máximo/100 g 850; Magnesio Unidades mg Mínimo/100 g 150, Máximo/100 g 250; Hierro Unidades mg Mínimo/100 g 10, Máximo/100 g 15; Cobre Unidades mg Mínimo/100 g 0.5, Máximo/100 g 2; Zinc Unidades mg Mínimo/100 g 10, Máximo/100 g 15; Manganeso Unidades mg Mínimo/100 g 0.05, Máximo/100 g 2; Yodo Unidades µg Mínimo/100 g 40, Máximo/1100 g 20, Máximo/100 g 110; Selenio Unidades µg Mínimo/100 g 25, Máximo/100 g 45; Cromo Unidades µg Mínimo/100 g 25, Máximo/100 g 45; Envase: Lata o sobre. Con medida dosificad",Pieza,Formula de seguimiento libre de fenilalanina
010.000.5402.00,Formula Libre De Fenilalanina Para Adolescente Y Adulto. Polvo Contenido En:   Energía Unidades kcal 100G 297 Proteína Unidades g 100G 39 Hidratos de carbono Unidades g 100G 34 Lípidos Unidades g 100G < 0.5 L-Alanina Unidades g 100G 1.7 L-Arginina Unidades g 100G 3.2 L-Acido aspártico Unidades g 100G 3 L-Cistina Unidades g 100G 1.2 L-Acido glutámico Unidades g 100G 0 Glicina Unidades g 100G 3 L-Histidina Unidades g 100G 1.8 L-Isoleucina Unidades g 100G 2.8 L-Leucina Unidades g 100G 4.8 L-Lisina Unidades g 100G 3.7 L-Metionina Unidades g 100G 0.8 L-Fenilalanina Unidades g 100G 0 L-Prolina Unidades g 100G 3.4 L-Serina Unidades g 100G 2.1 L-Treonina Unidades g 100G 2.3 L-Triptófano Unidades g 100G 0.9 L-Tirosina Unidades g 100G 4.2 L-Valina Unidades g 100G 3.1 L-Carnitina Unidades g 100G 0.02 L-Taurina Unidades g 100G 0.15 L-Glutamina Unidades g 100G 5.2 Tiamina (B1) Unidades mg 100G 1.4 Riboflavina (B2) Unidades mg 100G 1.4 Niacina (B3) Unidades mg 100G 13.6 Piridoxina (B6) Unidades mg 100G 2.1 Cianocobal(B12) Unidades µg 100G 3.6 Acido fólico  Unidades µg 100G 500 Acido pantoténico Unidades mg 100G 5 Acido ascórbico (Vit.C) Unidades mg 100G 90 Colina Unidades mg 100G 321 Biotina  Unidades µg 100G 140 Inositol Unidades mg 100G 85.7 Vitamina A-retinol Unidades UI 100G 2364 Vitamina D Unidades UI 100G 312 Vitamina E-alfa tocoferol Unidades UI 100G 7.7 Vitamina K  Unidades µg 100G 70 Sodio Unidades mg 100G 560 Potasio Unidades mg 100G 700 Cloro Unidades mg 100G 560 Calcio Unidades mg 100G 670 Fósforo Unidades mg 100G 670 Magnesio Unidades mg 100G 285 Hierro Unidades mg 100G 23.5 Cobre Unidades mg 100G 1.4 Zinc Unidades mg 100G 13.6 Manganeso Unidades mg 100G 2.1 Yodo  Unidades µg 100G 107 Molibdeno  Unidades µg 100G 107 Selenio  Unidades µg 100G 50 Cromo  Unidades µg 100G 50 Envase: Lata o sobre con medida d,Pieza,Formula libre de fenilalanina para adolescente y adulto
